stat_id,course_id,instructor_id,gpa,enrollment,withdraw,past_classes
Soghomonian (PHYS) PHYS 4574,PHYS 4574,Soghomonian (PHYS),3.71,55.0,0.0,1
Soghomonian (PHYS) PHYS 5556,PHYS 5556,Soghomonian (PHYS),4.0,9.0,0.0,1
Soghomonian (PHYS) PHYS 5574,PHYS 5574,Soghomonian (PHYS),4.0,5.0,0.0,1
Soghomonian (PSYC) PSYC 4994,PSYC 4994,Soghomonian (PSYC),4.0,6.0,0.0,1
Sokhey (ARBC) ARBC 1105,ARBC 1105,Sokhey (ARBC),3.68,10.0,0.33,3
Sokhey (ARBC) ARBC 1106,ARBC 1106,Sokhey (ARBC),3.87,9.0,0.0,2
Sokhey (ARBC) ARBC 3105,ARBC 3105,Sokhey (ARBC),3.57,11.5,0.5,2
Sokhey (ARBC) ARBC 3106,ARBC 3106,Sokhey (ARBC),3.69,20.0,0.0,1
Sokhey (ARBC) ARBC 3124,ARBC 3124,Sokhey (ARBC),3.86,9.0,0.0,1
Sole (ME) ME 4015,ME 4015,Sole (ME),3.78,309.0,0.0,1
Soledad (ENGE) ENGE 1215,ENGE 1215,Soledad (ENGE),3.63,70.71,0.0,7
Soledad (ENGE) ENGE 1216,ENGE 1216,Soledad (ENGE),3.74,70.0,1.33,3
Son (ME) ME 3304,ME 3304,Son (ME),3.1,64.0,1.0,2
Son (ME) ME 3404,ME 3404,Son (ME),3.0,51.0,3.0,1
Son (ME) ME 3414,ME 3414,Son (ME),2.88,57.5,1.0,4
Son (ME) ME 4224,ME 4224,Son (ME),3.47,28.0,0.5,2
Son (ME) ME 5424,ME 5424,Son (ME),3.77,8.0,0.33,3
Song (AOE) AOE 2024,AOE 2024,Song (AOE),2.88,80.0,3.0,3
Song (ECON) ECON 2005,ECON 2005,Song (ECON),3.27,38.5,0.0,2
Song (EDIT) EDIT 5154,EDIT 5154,Song (EDIT),3.88,6.0,0.0,1
Song (EDIT) EDIT 5164,EDIT 5164,Song (EDIT),3.92,8.0,0.0,1
Song (EDIT) EDIT 5564,EDIT 5564,Song (EDIT),3.95,6.5,0.0,2
Song (EDIT) EDIT 5624,EDIT 5624,Song (EDIT),4.0,7.0,0.0,1
Sontheimer (NEUR) NEUR 1004,NEUR 1004,Sontheimer (NEUR),3.72,180.5,0.0,2
Sontheimer (NEUR) NEUR 2994,NEUR 2994,Sontheimer (NEUR),4.0,5.0,0.0,1
Sontheimer (NEUR) NEUR 4034,NEUR 4034,Sontheimer (NEUR),3.8,42.33,0.0,3
Sontheimer (NEUR) NEUR 4044,NEUR 4044,Sontheimer (NEUR),3.98,24.0,0.0,1
Sontheimer (NEUR) NEUR 4594,NEUR 4594,Sontheimer (NEUR),3.92,15.0,0.0,2
Sontheimer (PHS) PHS 4054,PHS 4054,Sontheimer (PHS),4.0,11.0,0.0,1
Sorber (RLCL) RLCL 1214,RLCL 1214,Sorber (RLCL),3.47,28.5,0.25,4
Sorice (FREC) FREC 2614,FREC 2614,Sorice (FREC),3.51,84.0,0.0,4
Sorice (FREC) FREC 3544,FREC 3544,Sorice (FREC),3.36,38.25,0.0,4
Sorice (FREC) FREC 3564,FREC 3564,Sorice (FREC),3.55,28.0,1.0,1
Sorice (FREC) FREC 5024,FREC 5024,Sorice (FREC),4.0,12.0,0.0,1
Sorice (GEOG) GEOG 2084,GEOG 2084,Sorice (GEOG),2.99,30.0,1.0,1
Soulard (HTM) HTM 3484,HTM 3484,Soulard (HTM),3.97,34.0,0.0,3
Southward (AOE) AOE 5754,AOE 5754,Southward (AOE),3.76,8.33,0.0,6
Southward (AOE) AOE 5764,AOE 5764,Southward (AOE),3.7,7.25,0.0,4
Southward (ECE) ECE 5754,ECE 5754,Southward (ECE),3.49,13.6,0.0,10
Southward (ECE) ECE 5764,ECE 5764,Southward (ECE),3.56,15.6,0.2,5
Southward (ME) ME 5554,ME 5554,Southward (ME),3.82,24.38,0.0,8
Southward (ME) ME 5564,ME 5564,Southward (ME),3.68,19.33,0.17,6
Sovine (MATH) MATH 1225,MATH 1225,Sovine (MATH),2.64,24.0,13.0,1
Sovine (MATH) MATH 1226,MATH 1226,Sovine (MATH),2.51,30.75,1.25,4
Sowder (CMST) CMST 3044,CMST 3044,Sowder (CMST),4.0,6.17,0.0,6
Sowder (COMM) COMM 1004,COMM 1004,Sowder (COMM),3.74,81.67,0.0,3
Sowder (COMM) COMM 1015,COMM 1015,Sowder (COMM),3.47,21.23,0.0,13
Sowder (COMM) COMM 1016,COMM 1016,Sowder (COMM),3.44,19.31,0.0,13
Sowder (COMM) COMM 2004,COMM 2004,Sowder (COMM),3.74,38.0,0.0,4
Sowder (COMM) COMM 2014,COMM 2014,Sowder (COMM),3.61,35.67,0.0,3
Sowder (COMM) COMM 3044,COMM 3044,Sowder (COMM),4.0,7.5,0.0,2
Sowle (CS) CS 4104,CS 4104,Sowle (CS),2.88,39.0,3.0,1
Soysal (ECE) ECE 2514,ECE 2514,Soysal (ECE),2.98,62.25,1.75,4
Soysal (ECE) ECE 5484,ECE 5484,Soysal (ECE),3.21,40.0,0.0,1
Soysal (UH) UH 2744,UH 2744,Soysal (UH),3.75,9.14,0.0,7
Soysal (UH) UH 2764,UH 2764,Soysal (UH),3.93,13.0,0.0,6
Soysal (UH) UH 3855,UH 3855,Soysal (UH),4.0,5.0,0.0,1
Soysal (UH) UH 3856,UH 3856,Soysal (UH),4.0,5.0,0.0,1
Spaar (ART) ART 1334,ART 1334,Spaar (ART),2.99,272.2,11.4,5
Spaar (ART) ART 2385,ART 2385,Spaar (ART),2.83,287.33,14.0,3
Spaar (ART) ART 2386,ART 2386,Spaar (ART),2.93,257.5,15.0,2
Spaar (GEOG) GEOG 2084,GEOG 2084,Spaar (GEOG),3.57,28.0,1.0,1
Spadine (MS) MS 3005,MS 3005,Spadine (MS),3.97,38.33,0.0,6
Spadine (MS) MS 3006,MS 3006,Spadine (MS),3.99,31.67,0.0,3
Spanos (AAEC) AAEC 5125,AAEC 5125,Spanos (AAEC),3.55,7.75,0.0,4
Spanos (ECON) ECON 5125,ECON 5125,Spanos (ECON),3.45,10.33,0.0,6
Spanos (ECON) ECON 6024,ECON 6024,Spanos (ECON),3.97,6.0,0.0,2
Sparkman (SOC) SOC 1004,SOC 1004,Sparkman (SOC),3.74,137.33,0.33,3
Spaulding (APSC) APSC 5234,APSC 5234,Spaulding (APSC),3.6,9.0,0.0,1
Spicer (AAEC) AAEC 4754,AAEC 4754,Spicer (AAEC),3.17,64.0,0.0,1
Spicer (FIN) FIN 3114,FIN 3114,Spicer (FIN),3.17,13.83,0.5,6
Spicer (FIN) FIN 4214,FIN 4214,Spicer (FIN),3.18,21.22,0.44,18
Spicer (FIN) FIN 4264,FIN 4264,Spicer (FIN),2.59,28.0,0.64,14
Spiller (ADV) ADV 3004,ADV 3004,Spiller (ADV),3.29,8.0,0.0,1
Spiller (COMM) COMM 2034,COMM 2034,Spiller (COMM),3.24,17.0,0.5,2
Spivey (AFST) AFST 1714,AFST 1714,Spivey (AFST),3.76,73.5,3.0,2
Spivey (AFST) AFST 3984,AFST 3984,Spivey (AFST),4.0,6.0,0.0,1
Sponenberg (BMVS) BMVS 5984,BMVS 5984,Sponenberg (BMVS),4.0,5.0,0.0,1
Spoon (ECON) ECON 2005,ECON 2005,Spoon (ECON),3.47,50.0,0.0,1
Spoon (ECON) ECON 3104,ECON 3104,Spoon (ECON),2.67,29.0,0.0,1
Spotila (GEOS) GEOS 1004,GEOS 1004,Spotila (GEOS),3.18,209.2,4.0,5
Spotila (GEOS) GEOS 4024,GEOS 4024,Spotila (GEOS),3.69,16.0,0.0,5
Spotila (GEOS) GEOS 6404,GEOS 6404,Spotila (GEOS),4.0,6.0,0.0,3
Sproviero (REAL) REAL 1004,REAL 1004,Sproviero (REAL),3.76,26.0,0.0,1
Sridhar (BSE) BSE 3324,BSE 3324,Sridhar (BSE),3.16,19.0,3.0,1
Sridhar (BSE) BSE 4344,BSE 4344,Sridhar (BSE),3.79,8.0,0.0,1
Sridhar (BSE) BSE 5214,BSE 5214,Sridhar (BSE),3.67,8.0,0.0,1
Srinivasan (AOE) AOE 5984,AOE 5984,Srinivasan (AOE),3.8,6.0,0.0,1
Srinivasan (AOE) AOE 6124,AOE 6124,Srinivasan (AOE),3.62,6.75,0.0,4
Srinivasan (AOE) AOE 6174,AOE 6174,Srinivasan (AOE),3.6,6.5,0.0,4
Srinivasan (ISE) ISE 4624,ISE 4624,Srinivasan (ISE),3.63,23.0,0.0,1
Srinivasan (ISE) ISE 5614,ISE 5614,Srinivasan (ISE),3.3,9.0,0.0,3
StClair (MATH) MATH 2114,MATH 2114,StClair (MATH),2.74,35.33,3.0,3
StClair (MATH) MATH 2214,MATH 2214,StClair (MATH),2.65,38.39,1.83,23
StClair (PHYS) PHYS 2074,PHYS 2074,StClair (PHYS),3.41,94.0,1.0,1
Stack (GEOS) GEOS 1054,GEOS 1054,Stack (GEOS),3.39,89.0,1.0,1
Staley (MSE) MSE 3314,MSE 3314,Staley (MSE),3.2,13.67,0.0,21
Staley (MSE) MSE 4034,MSE 4034,Staley (MSE),2.62,35.8,2.3,10
Staley (MSE) MSE 4085,MSE 4085,Staley (MSE),3.36,60.67,0.0,6
Staley (MSE) MSE 4086,MSE 4086,Staley (MSE),3.63,63.6,0.0,5
Staley (MSE) MSE 4984,MSE 4984,Staley (MSE),3.6,5.0,0.0,1
Staley (TA) TA 1004,TA 1004,Staley (TA),3.43,21.4,0.4,5
Staley (TA) TA 2134,TA 2134,Staley (TA),3.57,12.67,0.0,3
Staley (TA) TA 2144,TA 2144,Staley (TA),3.39,8.0,0.0,5
Staley (TA) TA 3154,TA 3154,Staley (TA),3.62,13.0,0.0,1
Staley (TA) TA 3164,TA 3164,Staley (TA),3.64,6.0,0.0,3
Staley (TA) TA 4994,TA 4994,Staley (TA),4.0,21.0,0.0,1
Stallings (CMST) CMST 3124,CMST 3124,Stallings (CMST),3.17,25.27,0.36,11
Stallings (COMM) COMM 1015,COMM 1015,Stallings (COMM),3.09,20.0,0.0,3
Stallings (COMM) COMM 1016,COMM 1016,Stallings (COMM),3.27,19.0,0.0,4
Stallings (COMM) COMM 2014,COMM 2014,Stallings (COMM),3.34,32.09,0.36,11
Stallings (COMM) COMM 3124,COMM 3124,Stallings (COMM),2.97,32.5,0.0,2
Stallkamp (HTM) HTM 2314,HTM 2314,Stallkamp (HTM),3.22,32.0,0.11,9
Stallkamp (MGT) MGT 2314,MGT 2314,Stallkamp (MGT),3.28,62.82,0.18,17
Stallkamp (PSYC) PSYC 4994,PSYC 4994,Stallkamp (PSYC),4.0,11.0,0.0,1
Stamm (ARCH) ARCH 4304,ARCH 4304,Stamm (ARCH),3.97,7.67,0.0,3
Stamm (EDP) EDP 5314,EDP 5314,Stamm (EDP),4.0,10.0,0.0,1
Stamm (EDP) EDP 5344,EDP 5344,Stamm (EDP),3.74,10.0,0.0,1
Stamm (EDP) EDP 5984,EDP 5984,Stamm (EDP),3.93,10.0,0.0,3
Stamm (HIST) HIST 2604,HIST 2604,Stamm (HIST),3.73,19.0,0.0,3
Stamm (PSCI) PSCI 2014,PSCI 2014,Stamm (PSCI),3.64,36.5,1.0,2
Stamm (SOC) SOC 2604,SOC 2604,Stamm (SOC),3.81,11.67,0.0,3
Stamm (STS) STS 2604,STS 2604,Stamm (STS),3.65,14.67,0.0,3
Stamps (GEOS) GEOS 1034,GEOS 1034,Stamps (GEOS),3.64,94.17,0.33,6
Stamps (GEOS) GEOS 4714,GEOS 4714,Stamps (GEOS),3.75,12.0,0.0,1
Stamps (GEOS) GEOS 4924,GEOS 4924,Stamps (GEOS),3.96,6.25,0.0,4
Stamps (GEOS) GEOS 4944,GEOS 4944,Stamps (GEOS),4.0,12.0,0.0,1
Stamps (GEOS) GEOS 5984,GEOS 5984,Stamps (GEOS),4.0,5.0,0.0,1
Standley (ART) ART 1204,ART 1204,Standley (ART),3.74,17.4,0.2,10
Standley (ART) ART 1214,ART 1214,Standley (ART),4.0,13.0,0.0,1
Standley (ART) ART 1504,ART 1504,Standley (ART),3.6,9.5,0.5,2
Standley (ART) ART 3854,ART 3854,Standley (ART),3.7,33.0,0.0,1
Standley (ART) ART 4514,ART 4514,Standley (ART),3.84,12.0,0.17,6
Standley (ART) ART 4894,ART 4894,Standley (ART),3.88,15.5,0.0,2
Stanford (HNFE) HNFE 4174,HNFE 4174,Stanford (HNFE),3.72,38.0,0.0,1
Stanton (PSYC) PSYC 2054,PSYC 2054,Stanton (PSYC),3.84,69.0,0.0,3
Stanton (PSYC) PSYC 5284,PSYC 5284,Stanton (PSYC),4.0,10.0,0.0,1
Staples (AOE) AOE 2074,AOE 2074,Staples (AOE),3.87,13.81,0.12,16
Staples (BMES) BMES 4994,BMES 4994,Staples (BMES),4.0,6.0,1.0,1
Staples (BMES) BMES 5305,BMES 5305,Staples (BMES),3.96,8.0,0.0,1
Staples (ESM) ESM 2074,ESM 2074,Staples (ESM),3.91,10.31,0.15,13
Staples (ESM) ESM 3034,ESM 3034,Staples (ESM),3.74,14.0,0.0,1
Staples (ESM) ESM 3234,ESM 3234,Staples (ESM),3.84,66.0,0.0,3
Staples (ESM) ESM 3334,ESM 3334,Staples (ESM),4.0,5.0,0.0,1
Staples (ESM) ESM 4304,ESM 4304,Staples (ESM),3.7,10.0,0.0,1
Stark (CEE) CEE 4564,CEE 4564,Stark (CEE),3.67,24.0,0.2,5
Stark (CEE) CEE 5864,CEE 5864,Stark (CEE),3.95,13.0,0.0,1
Stark (CEE) CEE 5874,CEE 5874,Stark (CEE),3.93,13.0,0.0,1
Starner (GEOG) GEOG 2084,GEOG 2084,Starner (GEOG),3.4,25.29,0.0,7
Starner (GEOG) GEOG 3314,GEOG 3314,Starner (GEOG),3.28,24.0,0.0,2
Starner (GEOG) GEOG 5064,GEOG 5064,Starner (GEOG),4.0,10.0,0.0,1
Stauffer (FIW) FIW 3964,FIW 3964,Stauffer (FIW),4.0,7.0,0.0,1
Stauffer (FIW) FIW 4414,FIW 4414,Stauffer (FIW),2.55,67.0,0.0,1
Stauffer (FIW) FIW 4434,FIW 4434,Stauffer (FIW),3.0,53.0,1.0,4
Stauffer (FIW) FIW 4474,FIW 4474,Stauffer (FIW),3.21,18.64,0.0,11
Stauffer (FIW) FIW 5254,FIW 5254,Stauffer (FIW),3.36,7.0,0.0,2
Stauffer (GEOG) GEOG 2084,GEOG 2084,Stauffer (GEOG),2.99,30.0,1.0,1
Stauffer (NR) NR 2234,NR 2234,Stauffer (NR),3.4,15.0,0.0,4
Stauffer (RUS) RUS 1114,RUS 1114,Stauffer (RUS),4.0,6.0,0.0,1
Stauffer (RUS) RUS 2105,RUS 2105,Stauffer (RUS),3.76,14.0,0.0,1
Stauffer (RUS) RUS 2734,RUS 2734,Stauffer (RUS),3.77,32.0,0.0,1
Stauffer (RUS) RUS 3105,RUS 3105,Stauffer (RUS),3.93,14.0,0.0,1
Stauffer (RUS) RUS 3314,RUS 3314,Stauffer (RUS),3.96,15.0,0.0,1
Stauffer (RUS) RUS 4204,RUS 4204,Stauffer (RUS),3.74,12.5,0.0,2
Stavrou (CS) CS 5560,CS 5560,Stavrou (CS),3.74,21.5,0.0,2
Stavrou (ECE) ECE 3564,ECE 3564,Stavrou (ECE),3.36,75.0,2.0,1
Stavrou (ECE) ECE 4614,ECE 4614,Stavrou (ECE),3.56,32.0,0.0,1
Stavrou (ECE) ECE 5560,ECE 5560,Stavrou (ECE),3.52,10.0,0.0,2
Stavrou (ECE) ECE 5584,ECE 5584,Stavrou (ECE),3.93,14.0,0.0,1
Stavrou (ECE) ECE 5984,ECE 5984,Stavrou (ECE),3.89,9.0,0.0,2
Steele (CSES) CSES 3134,CSES 3134,Steele (CSES),3.3,13.7,0.0,20
Steele (ENSC) ENSC 3134,ENSC 3134,Steele (ENSC),3.46,15.8,0.2,5
Steele (ENSC) ENSC 3604,ENSC 3604,Steele (ENSC),3.38,97.8,0.4,5
Steele (ENSC) ENSC 4314,ENSC 4314,Steele (ENSC),3.43,43.0,0.0,1
Steer (CLA) CLA 1134,CLA 1134,Steer (CLA),3.34,29.67,0.67,3
Steer (CLA) CLA 2444,CLA 2444,Steer (CLA),3.09,54.22,1.89,9
Steer (CLA) CLA 2454,CLA 2454,Steer (CLA),3.64,16.5,0.17,6
Steer (CLA) CLA 2464,CLA 2464,Steer (CLA),3.39,28.6,0.0,5
Steer (ENGL) ENGL 2444,ENGL 2444,Steer (ENGL),3.12,18.67,0.67,9
Steer (LAT) LAT 1105,LAT 1105,Steer (LAT),3.29,17.75,0.0,4
Steer (LAT) LAT 1106,LAT 1106,Steer (LAT),3.21,13.0,0.33,3
Steer (LAT) LAT 2104,LAT 2104,Steer (LAT),4.0,8.0,0.0,1
Steer (LAT) LAT 2124,LAT 2124,Steer (LAT),3.65,10.5,0.5,2
Steer (LAT) LAT 2134,LAT 2134,Steer (LAT),3.44,8.5,0.0,2
Steer (LAT) LAT 3004,LAT 3004,Steer (LAT),3.66,7.12,0.0,8
Steer (RLCL) RLCL 1134,RLCL 1134,Steer (RLCL),3.49,6.33,0.0,3
Steer (RLCL) RLCL 2444,RLCL 2444,Steer (RLCL),3.28,13.22,0.22,9
Stein (ACIS) ACIS 5414,ACIS 5414,Stein (ACIS),3.67,20.71,0.0,14
Stein (TA) TA 2136,TA 2136,Stein (TA),3.29,11.25,0.25,4
Stein (TA) TA 2174,TA 2174,Stein (TA),3.2,14.5,0.5,2
Stein (TA) TA 3014,TA 3014,Stein (TA),3.98,5.13,0.0,15
Stein (TA) TA 3124,TA 3124,Stein (TA),3.8,7.6,0.0,5
Steiner (MATH) MATH 2114,MATH 2114,Steiner (MATH),2.52,30.4,1.0,15
Steiner (MATH) MATH 3134,MATH 3134,Steiner (MATH),2.76,25.43,0.79,14
Steiner (MATH) MATH 3144,MATH 3144,Steiner (MATH),2.88,5.0,0.0,1
Steiner (PHYS) PHYS 2074,PHYS 2074,Steiner (PHYS),3.41,94.0,1.0,1
Steiner (STL) STL 4304,STL 4304,Steiner (STL),3.79,28.83,0.0,6
Steiner (STL) STL 4314,STL 4314,Steiner (STL),3.86,30.6,0.0,5
Steiner (STL) STL 4324,STL 4324,Steiner (STL),3.86,16.5,0.0,6
Steiner (STL) STL 4334,STL 4334,Steiner (STL),4.0,10.25,0.0,4
Steinert Borella (ITAL) ITAL 2984,ITAL 2984,Steinert Borella (ITAL),3.81,12.0,0.0,1
Steinert Borella (UH) UH 2554,UH 2554,Steinert Borella (UH),4.0,29.0,0.0,1
Steinhauer (HIST) HIST 2604,HIST 2604,Steinhauer (HIST),3.71,27.67,0.0,3
Steinhauer (SOC) SOC 2604,SOC 2604,Steinhauer (SOC),3.71,13.67,0.0,3
Steinhauer (STS) STS 2604,STS 2604,Steinhauer (STS),3.84,9.0,0.0,1
Steketee (HNFE) HNFE 2664,HNFE 2664,Steketee (HNFE),3.52,118.4,1.4,5
Steketee (HNFE) HNFE 4004,HNFE 4004,Steketee (HNFE),3.7,21.0,0.0,2
Stephens (HIST) HIST 1014,HIST 1014,Stephens (HIST),3.38,29.25,0.75,4
Stephens (HIST) HIST 1764,HIST 1764,Stephens (HIST),3.49,100.6,0.6,5
Stephens (HIST) HIST 1984,HIST 1984,Stephens (HIST),3.54,19.5,0.0,2
Stephens (HIST) HIST 3914,HIST 3914,Stephens (HIST),3.12,16.0,0.0,1
Stephens (HIST) HIST 4914,HIST 4914,Stephens (HIST),3.59,16.0,0.0,1
Stephens (HIST) HIST 5104,HIST 5104,Stephens (HIST),3.93,7.33,0.0,3
Stephens (PSYC) PSYC 2054,PSYC 2054,Stephens (PSYC),3.18,63.0,2.14,7
Stephens (PSYC) PSYC 4364,PSYC 4364,Stephens (PSYC),3.42,22.0,0.5,2
Stephens (PSYC) PSYC 4994,PSYC 4994,Stephens (PSYC),3.97,10.5,0.0,6
Stephens (PSYC) PSYC 5315,PSYC 5315,Stephens (PSYC),3.52,13.33,0.0,6
Stephenson (AAEC) AAEC 1005,AAEC 1005,Stephenson (AAEC),2.46,160.75,5.5,4
Stephenson (AAEC) AAEC 4314,AAEC 4314,Stephenson (AAEC),3.19,19.0,0.0,5
Stephenson (SPIA) SPIA 2114,SPIA 2114,Stephenson (SPIA),3.5,32.0,0.0,1
Stephenson (SPIA) SPIA 5514,SPIA 5514,Stephenson (SPIA),3.46,5.5,0.0,2
Stephenson (SPIA) SPIA 5534,SPIA 5534,Stephenson (SPIA),3.46,5.67,0.0,3
Stephenson (UAP) UAP 4764,UAP 4764,Stephenson (UAP),3.61,60.5,0.0,2
Stephenson (UAP) UAP 5174,UAP 5174,Stephenson (UAP),3.54,10.0,0.0,1
Stephenson (UAP) UAP 5424,UAP 5424,Stephenson (UAP),4.0,13.0,0.0,1
Stephenson (UAP) UAP 5574,UAP 5574,Stephenson (UAP),3.78,5.0,0.0,4
Stern (FREC) FREC 3524,FREC 3524,Stern (FREC),3.22,28.0,0.25,4
Stern (FREC) FREC 3574,FREC 3574,Stern (FREC),3.31,11.0,0.67,3
Stern (FREC) FREC 5464,FREC 5464,Stern (FREC),3.68,9.0,0.0,3
Stern (GRAD) GRAD 5214,GRAD 5214,Stern (GRAD),4.0,18.0,0.0,1
Stern (NR) NR 5874,NR 5874,Stern (NR),3.71,17.0,0.0,1
Stern (NR) NR 5884,NR 5884,Stern (NR),3.69,13.33,0.0,3
Sterne (AOE) AOE 2974,AOE 2974,Sterne (AOE),3.81,16.0,1.0,1
Sterne (AOE) AOE 2994,AOE 2994,Sterne (AOE),3.59,8.0,0.0,1
Sterne (AOE) AOE 4994,AOE 4994,Sterne (AOE),3.69,16.0,1.0,1
Sterne (ECE) ECE 2994,ECE 2994,Sterne (ECE),2.95,6.0,0.0,1
Stevens (BIOL) BIOL 2604,BIOL 2604,Stevens (BIOL),3.1,118.67,7.33,3
Stevens (BIOL) BIOL 4634,BIOL 4634,Stevens (BIOL),2.9,28.4,2.2,5
Stevens (BIOL) BIOL 5634,BIOL 5634,Stevens (BIOL),3.44,11.6,0.0,5
Stevens (CS) CS 1044,CS 1044,Stevens (CS),3.19,69.1,2.3,10
Stevens (MUS) MUS 2264,MUS 2264,Stevens (MUS),3.96,8.0,0.0,1
Stevens (MUS) MUS 2684,MUS 2684,Stevens (MUS),3.94,5.0,0.0,1
Stevens (MUS) MUS 3314,MUS 3314,Stevens (MUS),3.99,9.0,0.0,2
Stevens (MUS) MUS 4684,MUS 4684,Stevens (MUS),4.0,6.0,0.0,2
Stevens (PHYS) PHYS 2074,PHYS 2074,Stevens (PHYS),3.41,94.0,1.0,1
Stewart (AAEC) AAEC 1005,AAEC 1005,Stewart (AAEC),3.42,145.0,0.0,1
Stewart (AAEC) AAEC 3014,AAEC 3014,Stewart (AAEC),3.4,46.0,0.0,2
Stewart (AAEC) AAEC 4484,AAEC 4484,Stewart (AAEC),3.4,6.0,0.0,1
Stewart (AAEC) AAEC 4984,AAEC 4984,Stewart (AAEC),3.75,6.0,0.0,2
Stewart (AAEC) AAEC 5484,AAEC 5484,Stewart (AAEC),3.87,9.2,0.0,5
Stewart (AAEC) AAEC 5984,AAEC 5984,Stewart (AAEC),3.5,8.0,0.0,1
Stewart (ALS) ALS 1234,ALS 1234,Stewart (ALS),3.74,32.67,0.0,3
Stewart (BCHM) BCHM 1014,BCHM 1014,Stewart (BCHM),3.92,58.0,0.0,1
Stewart (CSES) CSES 3614,CSES 3614,Stewart (CSES),3.39,10.33,1.0,3
Stewart (CSES) CSES 3634,CSES 3634,Stewart (CSES),3.15,19.2,0.0,5
Stewart (CSES) CSES 5984,CSES 5984,Stewart (CSES),3.68,5.0,0.0,1
Stewart (EDCI) EDCI 1004,EDCI 1004,Stewart (EDCI),4.0,26.0,0.0,1
Stewart (EDCI) EDCI 5444,EDCI 5444,Stewart (EDCI),4.0,8.0,0.0,1
Stewart (EDCI) EDCI 5454,EDCI 5454,Stewart (EDCI),4.0,8.0,0.0,1
Stewart (EDCI) EDCI 5724,EDCI 5724,Stewart (EDCI),3.89,8.67,0.0,3
Stewart (EDCI) EDCI 5744,EDCI 5744,Stewart (EDCI),3.92,12.8,0.0,5
Stewart (EDCI) EDCI 6444,EDCI 6444,Stewart (EDCI),4.0,5.5,0.0,2
Stewart (EDCI) EDCI 6984,EDCI 6984,Stewart (EDCI),4.0,5.0,0.0,1
Stewart (ENGL) ENGL 1105,ENGL 1105,Stewart (ENGL),3.56,19.0,0.0,1
Stewart (ENSC) ENSC 3614,ENSC 3614,Stewart (ENSC),3.42,10.33,0.0,3
Stewart (ENSC) ENSC 3634,ENSC 3634,Stewart (ENSC),3.21,22.83,0.17,6
Stewart (FST) FST 2544,FST 2544,Stewart (FST),3.67,28.4,0.4,5
Stewart (FST) FST 3114,FST 3114,Stewart (FST),3.45,44.25,2.0,4
Stewart (FST) FST 4654,FST 4654,Stewart (FST),3.97,10.0,0.0,1
Stewart (HNFE) HNFE 2544,HNFE 2544,Stewart (HNFE),3.75,57.8,0.0,5
Stewart (HNFE) HNFE 4974,HNFE 4974,Stewart (HNFE),4.0,14.0,0.0,1
Stewart (HNFE) HNFE 4994,HNFE 4994,Stewart (HNFE),3.69,8.0,0.0,1
Stewart (HORT) HORT 3114,HORT 3114,Stewart (HORT),3.42,20.0,0.5,4
Stiles (GEOG) GEOG 2034,GEOG 2034,Stiles (GEOG),3.76,15.1,0.1,10
Stiles (GEOG) GEOG 2084,GEOG 2084,Stiles (GEOG),2.99,30.0,1.0,1
Stiles (GEOG) GEOG 2984,GEOG 2984,Stiles (GEOG),3.7,17.0,1.5,2
Stiles (GEOG) GEOG 3034,GEOG 3034,Stiles (GEOG),3.34,15.89,0.33,9
Stiles (IS) IS 2034,IS 2034,Stiles (IS),3.66,27.36,0.18,11
Stiles (IS) IS 3034,IS 3034,Stiles (IS),3.33,16.89,0.11,9
Stiles (PSCI) PSCI 2034,PSCI 2034,Stiles (PSCI),3.66,18.45,0.09,11
Stiles (PSCI) PSCI 3034,PSCI 3034,Stiles (PSCI),3.27,20.89,0.44,9
Stiles (PSCI) PSCI 4994,PSCI 4994,Stiles (PSCI),4.0,5.0,0.0,1
Stilley (CRIM) CRIM 3414,CRIM 3414,Stilley (CRIM),3.68,40.0,0.0,1
Stilley (HD) HD 2104,HD 2104,Stilley (HD),3.2,5.0,0.0,1
Stilley (SOC) SOC 2024,SOC 2024,Stilley (SOC),3.21,48.5,0.5,4
Stilley (SOC) SOC 2104,SOC 2104,Stilley (SOC),3.11,53.83,1.5,6
Stilley (SOC) SOC 3004,SOC 3004,Stilley (SOC),3.37,55.0,0.0,1
Stilley (SOC) SOC 3204,SOC 3204,Stilley (SOC),3.45,33.75,1.0,4
Stilley (SOC) SOC 3314,SOC 3314,Stilley (SOC),3.7,35.0,0.0,1
Stilley (SOC) SOC 3854,SOC 3854,Stilley (SOC),3.65,11.67,0.0,3
Stilwell (AOE) AOE 5744,AOE 5744,Stilwell (AOE),3.83,6.0,0.0,1
Stilwell (ECE) ECE 5744,ECE 5744,Stilwell (ECE),3.69,12.0,0.0,1
Stilwell (ME) ME 6544,ME 6544,Stilwell (ME),4.0,5.0,0.0,1
Stinson (COMM) COMM 1004,COMM 1004,Stinson (COMM),3.47,62.33,0.22,9
Stinson (COMM) COMM 1015,COMM 1015,Stinson (COMM),3.36,20.0,0.33,3
Stinson (COMM) COMM 1016,COMM 1016,Stinson (COMM),3.62,17.75,0.25,4
Stinson (COMM) COMM 2094,COMM 2094,Stinson (COMM),3.72,49.36,0.09,22
Stinson (LAHS) LAHS 1984,LAHS 1984,Stinson (LAHS),3.52,35.0,1.0,1
Stivachtis (IS) IS 2084,IS 2084,Stivachtis (IS),3.44,100.0,2.5,2
