stat_id,course_id,instructor_id,gpa,enrollment,withdraw,past_classes
Juste (MATH) MATH 4334,MATH 4334,Juste (MATH),3.19,14.0,0.0,3
Justice (BIT) BIT 5964,BIT 5964,Justice (BIT),4.0,25.0,0.0,2
Justice (TA) TA 2024,TA 2024,Justice (TA),3.65,16.33,0.33,3
Justice (TA) TA 2134,TA 2134,Justice (TA),3.67,13.11,0.11,9
Justice (TA) TA 3154,TA 3154,Justice (TA),4.0,9.0,0.0,4
Justice (TA) TA 4014,TA 4014,Justice (TA),3.91,6.33,0.0,3
Justice (TA) TA 4315,TA 4315,Justice (TA),3.97,9.33,0.0,3
Jutras (BCHM) BCHM 5014,BCHM 5014,Jutras (BCHM),4.0,9.0,0.0,1
Jutras (BCHM) BCHM 5224,BCHM 5224,Jutras (BCHM),3.62,17.0,0.0,4
Kadelka (MATH) MATH 2214,MATH 2214,Kadelka (MATH),1.91,24.0,3.0,1
Kadlec (FIN) FIN 3144,FIN 3144,Kadlec (FIN),2.94,28.33,1.11,18
Kaestle (HD) HD 2314,HD 2314,Kaestle (HD),3.46,63.75,0.25,4
Kaestle (HD) HD 3014,HD 3014,Kaestle (HD),3.77,47.0,0.0,1
Kaestle (PHS) PHS 5254,PHS 5254,Kaestle (PHS),3.7,15.5,0.0,2
Kafura (CS) CS 1014,CS 1014,Kafura (CS),3.32,55.9,2.4,10
Kafura (CS) CS 4984,CS 4984,Kafura (CS),3.72,19.0,0.0,1
Kafura (CS) CS 6604,CS 6604,Kafura (CS),4.0,19.0,0.0,1
Kahanovitch (HEB) HEB 1105,HEB 1105,Kahanovitch (HEB),2.82,8.0,2.0,1
Kakpo (AAEC) AAEC 3004,AAEC 3004,Kakpo (AAEC),3.22,31.0,1.0,1
Kale (ME) ME 3624,ME 3624,Kale (ME),3.0,47.83,0.67,6
Kale (ME) ME 5984,ME 5984,Kale (ME),3.71,11.0,0.0,1
Kalkstein (NR) NR 5884,NR 5884,Kalkstein (NR),3.53,10.6,0.0,5
Kambach (EDCI) EDCI 2614,EDCI 2614,Kambach (EDCI),3.53,10.5,1.5,2
Kambach (EDCI) EDCI 5424,EDCI 5424,Kambach (EDCI),3.95,12.0,0.0,1
Kang (CEE) CEE 3104,CEE 3104,Kang (CEE),3.54,39.0,0.0,1
Kang (HD) HD 1004,HD 1004,Kang (HD),3.15,68.33,1.33,3
Kang (HTM) HTM 2454,HTM 2454,Kang (HTM),3.5,112.0,2.5,2
Kang (HTM) HTM 2464,HTM 2464,Kang (HTM),3.1,71.0,0.5,2
Kang (HTM) HTM 3524,HTM 3524,Kang (HTM),3.36,11.0,0.0,1
Kang (HTM) HTM 4464,HTM 4464,Kang (HTM),3.68,22.75,0.0,4
Kannan (ISE) ISE 3004,ISE 3004,Kannan (ISE),3.82,95.5,0.5,2
Kannan (ISE) ISE 4015,ISE 4015,Kannan (ISE),3.57,78.33,0.0,3
Kannan (ISE) ISE 5834,ISE 5834,Kannan (ISE),3.49,8.0,0.0,2
Kannan (ISE) ISE 6514,ISE 6514,Kannan (ISE),3.66,8.0,0.0,1
Kapania (AOE) AOE 3124,AOE 3124,Kapania (AOE),2.95,59.8,2.2,5
Kapania (AOE) AOE 4054,AOE 4054,Kapania (AOE),3.16,5.0,0.0,1
Kapania (AOE) AOE 5024,AOE 5024,Kapania (AOE),3.44,42.0,0.33,6
Kapania (AOE) AOE 5054,AOE 5054,Kapania (AOE),4.0,8.0,0.0,1
Kaplan (PHYS) PHYS 2306,PHYS 2306,Kaplan (PHYS),2.32,11.0,1.0,3
Kaplan (PHYS) PHYS 5714,PHYS 5714,Kaplan (PHYS),3.11,25.33,0.0,3
Kaplan (PHYS) PHYS 5724,PHYS 5724,Kaplan (PHYS),3.66,5.0,0.0,1
Kaplan (PHYS) PHYS 5984,PHYS 5984,Kaplan (PHYS),3.83,6.0,0.0,1
Karagulle (ENGL) ENGL 1105,ENGL 1105,Karagulle (ENGL),3.34,13.5,0.0,2
Karcher (MATH) MATH 3134,MATH 3134,Karcher (MATH),3.23,32.46,0.62,13
Kardos (HORT) HORT 2144,HORT 2144,Kardos (HORT),3.82,35.55,0.68,22
Kardos (HORT) HORT 2244,HORT 2244,Kardos (HORT),3.42,23.25,0.0,8
Kardos (HORT) HORT 3324,HORT 3324,Kardos (HORT),3.4,19.0,0.0,3
Kardos (HORT) HORT 3345,HORT 3345,Kardos (HORT),3.27,28.0,0.0,1
Kardos (HORT) HORT 4324,HORT 4324,Kardos (HORT),3.25,23.0,0.0,3
Kardos (HORT) HORT 4334,HORT 4334,Kardos (HORT),3.37,24.0,0.0,1
Kardos (HORT) HORT 4614,HORT 4614,Kardos (HORT),3.41,10.67,0.0,3
Kardos (HORT) HORT 4984,HORT 4984,Kardos (HORT),3.28,21.5,0.0,2
Kardos (PSYC) PSYC 4994,PSYC 4994,Kardos (PSYC),3.94,19.0,0.0,1
Karfakis (MINE) MINE 3504,MINE 3504,Karfakis (MINE),1.99,18.5,0.0,2
Karfakis (MINE) MINE 3514,MINE 3514,Karfakis (MINE),2.88,11.0,0.0,2
Karfakis (MINE) MINE 3524,MINE 3524,Karfakis (MINE),2.1,17.0,0.5,2
Karfakis (MINE) MINE 3564,MINE 3564,Karfakis (MINE),2.96,23.6,0.0,5
Karfakis (MINE) MINE 3574,MINE 3574,Karfakis (MINE),2.96,22.4,0.2,5
Karfakis (MINE) MINE 3604,MINE 3604,Karfakis (MINE),2.32,10.83,0.17,6
Karfakis (MINE) MINE 3674,MINE 3674,Karfakis (MINE),2.56,21.67,0.33,3
Karfakis (MINE) MINE 3984,MINE 3984,Karfakis (MINE),2.31,12.83,0.0,6
Karim (CHE) CHE 3184,CHE 3184,Karim (CHE),2.92,84.4,2.2,5
Karim (CHE) CHE 4974,CHE 4974,Karim (CHE),4.0,20.0,0.0,4
Karim (CHE) CHE 4994,CHE 4994,Karim (CHE),3.98,24.2,0.2,5
Karim (CHE) CHE 5094,CHE 5094,Karim (CHE),3.44,12.0,0.0,4
Karim (CHE) CHE 5984,CHE 5984,Karim (CHE),3.73,7.0,0.0,1
Karle (IS) IS 4034,IS 4034,Karle (IS),3.96,7.0,0.0,1
Karpanty (FIW) FIW 2114,FIW 2114,Karpanty (FIW),3.17,146.0,0.5,2
Karpanty (FIW) FIW 3964,FIW 3964,Karpanty (FIW),4.0,10.0,0.0,1
Karpanty (FIW) FIW 4314,FIW 4314,Karpanty (FIW),3.97,56.6,0.0,5
Karpanty (FIW) FIW 4974,FIW 4974,Karpanty (FIW),3.92,14.0,1.0,1
Karpanty (FIW) FIW 5314,FIW 5314,Karpanty (FIW),3.95,14.33,0.0,3
Karpanty (NR) NR 1234,NR 1234,Karpanty (NR),3.52,11.75,0.0,4
Karpatne (CS) CS 4664,CS 4664,Karpatne (CS),4.0,5.0,0.0,1
Karpatne (CS) CS 4824,CS 4824,Karpatne (CS),3.25,17.0,0.0,1
Karpatne (CS) CS 5525,CS 5525,Karpatne (CS),3.6,42.0,0.17,6
Karpatne (CS) CS 6804,CS 6804,Karpatne (CS),3.97,25.0,0.0,2
Karpatne (CS) CS 6814,CS 6814,Karpatne (CS),3.96,23.0,0.0,1
Karpatne (ECE) ECE 4424,ECE 4424,Karpatne (ECE),3.01,19.0,0.0,1
Karpatne (STAT) STAT 5525,STAT 5525,Karpatne (STAT),3.6,17.33,0.33,3
Kasarda (ME) ME 2024,ME 2024,Kasarda (ME),2.87,28.0,0.0,1
Kasarda (ME) ME 4006,ME 4006,Kasarda (ME),3.1,20.78,0.0,18
Kasebian (MATH) MATH 1214,MATH 1214,Kasebian (MATH),2.28,35.0,3.33,3
Kasebian (MATH) MATH 1225,MATH 1225,Kasebian (MATH),2.22,30.33,5.83,6
Kasebian (MATH) MATH 1226,MATH 1226,Kasebian (MATH),2.74,36.17,2.5,6
Kasebian (MATH) MATH 2114,MATH 2114,Kasebian (MATH),2.56,31.58,1.92,12
Kasebian (MATH) MATH 2204,MATH 2204,Kasebian (MATH),2.39,33.09,4.36,11
Kasebian (MATH) MATH 3214,MATH 3214,Kasebian (MATH),2.51,21.5,2.5,2
Katen (ARCH) ARCH 1015,ARCH 1015,Katen (ARCH),3.16,18.67,0.0,3
Katen (ARCH) ARCH 1016,ARCH 1016,Katen (ARCH),3.35,16.67,0.67,3
Katen (LAR) LAR 4254,LAR 4254,Katen (LAR),3.55,11.67,0.33,3
Katey (LDRS) LDRS 2014,LDRS 2014,Katey (LDRS),3.99,23.0,0.0,1
Katz (CEE) CEE 1984,CEE 1984,Katz (CEE),3.78,12.0,0.0,1
Katz (CEE) CEE 2804,CEE 2804,Katz (CEE),3.67,17.66,0.08,86
Katz (CEE) CEE 3604,CEE 3604,Katz (CEE),3.45,40.0,0.0,1
Katz (CEE) CEE 4654,CEE 4654,Katz (CEE),3.68,38.4,0.0,5
Katz (CEE) CEE 4684,CEE 4684,Katz (CEE),3.72,56.33,0.0,6
Katz (CEE) CEE 4804,CEE 4804,Katz (CEE),3.63,122.17,0.0,6
Katz (ENGE) ENGE 1215,ENGE 1215,Katz (ENGE),3.57,71.5,0.0,2
Katz (ENGE) ENGE 5604,ENGE 5604,Katz (ENGE),3.83,10.0,0.0,1
Katz (ENGE) ENGE 5714,ENGE 5714,Katz (ENGE),3.82,13.0,0.0,2
Katz (ENGE) ENGE 6614,ENGE 6614,Katz (ENGE),3.94,7.5,0.0,2
Katz (HD) HD 2004,HD 2004,Katz (HD),3.46,80.0,0.0,6
Katz (HD) HD 3114,HD 3114,Katz (HD),3.21,44.75,1.0,4
Katz (HD) HD 3234,HD 3234,Katz (HD),3.64,22.67,0.33,3
Katz (HD) HD 4994,HD 4994,Katz (HD),3.99,6.6,0.0,5
Katz (HD) HD 5005,HD 5005,Katz (HD),3.86,13.5,0.0,4
Katz (HD) HD 5964,HD 5964,Katz (HD),4.0,7.0,0.0,1
Katz (PSYC) PSYC 4994,PSYC 4994,Katz (PSYC),4.0,11.0,0.0,1
Kaufman (ALCE) ALCE 3014,ALCE 3014,Kaufman (ALCE),3.18,10.0,0.5,2
Kaufman (ALCE) ALCE 5224,ALCE 5224,Kaufman (ALCE),3.44,8.75,0.0,4
Kaufman (LDRS) LDRS 5454,LDRS 5454,Kaufman (LDRS),3.36,12.0,0.0,3
Kaufman (LDRS) LDRS 5544,LDRS 5544,Kaufman (LDRS),3.71,13.33,0.0,3
Kayser (AAEC) AAEC 2434,AAEC 2434,Kayser (AAEC),3.23,94.0,1.0,1
Keatts (AFST) AFST 1714,AFST 1714,Keatts (AFST),3.24,28.5,0.0,2
Keebaugh (BMVS) BMVS 6084,BMVS 6084,Keebaugh (BMVS),3.94,5.0,0.0,1
Keebaugh (BMVS) BMVS 6094,BMVS 6094,Keebaugh (BMVS),3.47,7.0,0.0,1
Kehn-Hall (GRAD) GRAD 5984,GRAD 5984,Kehn-Hall (GRAD),3.9,18.0,0.0,1
Keith (EDCO) EDCO 5244,EDCO 5244,Keith (EDCO),3.96,21.0,0.0,1
Keith (PHIL) PHIL 1304,PHIL 1304,Keith (PHIL),3.76,30.5,0.0,4
Keith (PHIL) PHIL 2304,PHIL 2304,Keith (PHIL),3.72,38.0,0.0,1
Kekatos (ECE) ECE 2704,ECE 2704,Kekatos (ECE),2.5,63.0,3.0,1
Kekatos (ECE) ECE 2714,ECE 2714,Kekatos (ECE),2.72,44.5,5.5,2
Kekatos (ECE) ECE 5314,ECE 5314,Kekatos (ECE),3.58,9.67,0.0,3
Kekatos (ECE) ECE 5984,ECE 5984,Kekatos (ECE),3.79,9.0,0.0,1
Keles (MINE) MINE 2524,MINE 2524,Keles (MINE),2.84,13.0,0.5,2
Keller (STAT) STAT 3604,STAT 3604,Keller (STAT),2.72,106.0,8.0,1
Keller (STAT) STAT 3615,STAT 3615,Keller (STAT),2.57,46.0,12.33,3
Kelley (ARCH) ARCH 4014,ARCH 4014,Kelley (ARCH),3.36,17.0,0.0,1
Kelley (MSE) MSE 5114,MSE 5114,Kelley (MSE),3.67,12.0,0.0,2
Kelliher (CS) CS 4644,CS 4644,Kelliher (CS),3.62,12.0,0.0,1
Kelliher (CS) CS 6724,CS 6724,Kelliher (CS),3.92,8.0,0.0,2
Kelliher (UH) UH 4984,UH 4984,Kelliher (UH),3.9,8.0,0.0,2
Kelly (EDEL) EDEL 5024,EDEL 5024,Kelly (EDEL),3.83,12.0,0.0,3
Kelly (EDEL) EDEL 6024,EDEL 6024,Kelly (EDEL),3.95,20.0,0.0,1
Kelly (EDEL) EDEL 6124,EDEL 6124,Kelly (EDEL),3.94,15.0,0.0,1
Kelly (EDEL) EDEL 6134,EDEL 6134,Kelly (EDEL),4.0,16.0,0.0,1
Kelly (FIW) FIW 2974,FIW 2974,Kelly (FIW),3.92,12.0,0.0,1
Kelly (FIW) FIW 3964,FIW 3964,Kelly (FIW),3.94,18.25,0.5,4
Kelly (FIW) FIW 4414,FIW 4414,Kelly (FIW),2.37,62.0,2.0,1
Kelly (FIW) FIW 4974,FIW 4974,Kelly (FIW),3.99,11.14,0.29,7
Kelly (FIW) FIW 4994,FIW 4994,Kelly (FIW),4.0,6.67,0.0,3
Kelly (FIW) FIW 6984,FIW 6984,Kelly (FIW),3.74,9.5,0.0,2
Kelly (GEOG) GEOG 2084,GEOG 2084,Kelly (GEOG),2.99,30.0,1.0,1
Kelly (PAPA) PAPA 5044,PAPA 5044,Kelly (PAPA),3.83,15.67,0.0,3
Kelly (PHIL) PHIL 1204,PHIL 1204,Kelly (PHIL),3.11,25.0,1.0,1
Kelly (PSCI) PSCI 2024,PSCI 2024,Kelly (PSCI),2.92,18.0,5.0,1
Kelly (PSCI) PSCI 3314,PSCI 3314,Kelly (PSCI),2.88,33.0,1.0,1
Kelly (PSCI) PSCI 3334,PSCI 3334,Kelly (PSCI),3.23,37.0,2.0,1
Kelly (PSCI) PSCI 5116,PSCI 5116,Kelly (PSCI),3.73,11.0,0.0,1
Kelsch (ARCH) ARCH 5134,ARCH 5134,Kelsch (ARCH),3.73,10.4,0.0,5
Kelsch (ARCH) ARCH 5715,ARCH 5715,Kelsch (ARCH),3.34,9.0,0.0,2
Kelsch (LAR) LAR 2016,LAR 2016,Kelsch (LAR),3.23,19.0,0.0,1
Kelsch (LAR) LAR 3154,LAR 3154,Kelsch (LAR),3.4,11.5,0.0,2
Kelsch (LAR) LAR 5006,LAR 5006,Kelsch (LAR),3.6,5.0,0.0,1
Kelsch (LAR) LAR 5334,LAR 5334,Kelsch (LAR),3.44,8.0,0.0,2
Kemp (MGT) MGT 3324,MGT 3324,Kemp (MGT),3.97,40.5,0.0,2
Kemp (MGT) MGT 3424,MGT 3424,Kemp (MGT),3.83,33.0,0.0,1
Kemp (MGT) MGT 3604,MGT 3604,Kemp (MGT),3.56,39.5,0.43,14
Kemp (MGT) MGT 4394,MGT 4394,Kemp (MGT),3.55,37.88,0.12,8
Kemper (BMES) BMES 3124,BMES 3124,Kemper (BMES),3.5,27.6,0.8,5
Kemper (BMES) BMES 4974,BMES 4974,Kemper (BMES),4.0,7.0,0.0,1
Kemper (BMES) BMES 4994,BMES 4994,Kemper (BMES),3.99,21.0,0.0,2
Kemper (BMES) BMES 5184,BMES 5184,Kemper (BMES),3.47,10.0,1.0,1
Kender (FIN) FIN 3174,FIN 3174,Kender (FIN),3.82,8.88,0.12,8
Kender (FIN) FIN 4234,FIN 4234,Kender (FIN),3.07,25.59,0.23,22
Kender (FIN) FIN 4314,FIN 4314,Kender (FIN),3.84,7.5,0.0,2
Kender (FIN) FIN 5664,FIN 5664,Kender (FIN),3.45,20.33,0.0,3
Kendrick (SOC) SOC 1004,SOC 1004,Kendrick (SOC),3.25,47.0,1.5,2
Kendrick (SOC) SOC 2024,SOC 2024,Kendrick (SOC),2.87,26.0,2.0,1
Kendrick (SOC) SOC 4034,SOC 4034,Kendrick (SOC),3.61,11.0,0.0,1
Kendrick (TA) TA 4315,TA 4315,Kendrick (TA),3.58,12.0,0.0,1
Kennedy (CS) CS 5784,CS 5784,Kennedy (CS),3.99,36.0,0.0,1
Kennedy (CS) CS 5914,CS 5914,Kennedy (CS),3.96,36.5,0.0,2
Kennedy (CS) CS 5984,CS 5984,Kennedy (CS),4.0,28.0,0.0,1
Kennedy (DASC) DASC 4964,DASC 4964,Kennedy (DASC),4.0,7.0,0.0,1
Kennedy (ENGL) ENGL 1105,ENGL 1105,Kennedy (ENGL),3.37,19.0,0.0,2
Kennedy (ENGL) ENGL 2744,ENGL 2744,Kennedy (ENGL),3.57,20.0,0.0,1
Kennedy (FIN) FIN 4114,FIN 4114,Kennedy (FIN),3.36,43.0,0.0,1
Kennedy (FIN) FIN 4244,FIN 4244,Kennedy (FIN),2.9,32.5,0.0,2
Kennedy (GEOG) GEOG 1104,GEOG 1104,Kennedy (GEOG),3.61,50.5,0.3,10
Kennedy (GEOG) GEOG 2084,GEOG 2084,Kennedy (GEOG),2.93,30.5,0.5,2
Kennedy (GEOG) GEOG 4224,GEOG 4224,Kennedy (GEOG),3.72,11.5,0.0,2
Kennedy (IDS) IDS 3016,IDS 3016,Kennedy (IDS),3.25,26.0,0.0,3
Kennedy (IDS) IDS 3204,IDS 3204,Kennedy (IDS),3.62,16.5,0.0,2
Kennedy (IDS) IDS 3224,IDS 3224,Kennedy (IDS),3.49,18.33,0.0,3
Kennedy (IDS) IDS 3234,IDS 3234,Kennedy (IDS),3.66,13.0,0.0,2
Kennedy (IDS) IDS 4015,IDS 4015,Kennedy (IDS),3.42,19.75,0.0,4
Kennedy (IDS) IDS 4016,IDS 4016,Kennedy (IDS),3.71,18.0,0.0,1
Kennedy (IDS) IDS 4044,IDS 4044,Kennedy (IDS),3.53,32.8,0.0,5
Kennedy (MGT) MGT 4084,MGT 4084,Kennedy (MGT),3.41,37.0,0.0,1
Kennedy (MGT) MGT 4394,MGT 4394,Kennedy (MGT),3.09,39.27,0.0,11
Kennelly (BCHM) BCHM 4124,BCHM 4124,Kennelly (BCHM),3.17,16.57,0.14,7
Kennelly (BCHM) BCHM 5124,BCHM 5124,Kennelly (BCHM),3.53,32.8,0.0,5
Kennelly (BCHM) BCHM 5984,BCHM 5984,Kennelly (BCHM),3.42,8.0,0.0,1
Kenny (ENGE) ENGE 1215,ENGE 1215,Kenny (ENGE),3.23,31.0,0.5,2
Kenyon (AOE) AOE 5234,AOE 5234,Kenyon (AOE),3.6,34.5,0.0,4
Keown (FIN) FIN 3104,FIN 3104,Keown (FIN),3.2,369.73,7.93,15
Keown (HNFE) HNFE 4974,HNFE 4974,Keown (HNFE),4.0,20.0,0.0,1
Kerfoot (PSYC) PSYC 1094,PSYC 1094,Kerfoot (PSYC),3.69,50.5,1.0,4
Kerfoot (PSYC) PSYC 2044,PSYC 2044,Kerfoot (PSYC),3.78,87.33,0.0,6
Kerfoot (PSYC) PSYC 2084,PSYC 2084,Kerfoot (PSYC),3.92,60.0,0.0,1
Kerfoot (PSYC) PSYC 4364,PSYC 4364,Kerfoot (PSYC),4.0,21.0,0.0,1
Kerfoot (PSYC) PSYC 4994,PSYC 4994,Kerfoot (PSYC),3.98,14.0,0.0,3
Kerkering (PHS) PHS 5324,PHS 5324,Kerkering (PHS),3.84,21.33,0.0,3
Kern (BIT) BIT 2405,BIT 2405,Kern (BIT),3.0,113.13,3.73,30
Kern (BIT) BIT 2406,BIT 2406,Kern (BIT),2.86,52.33,2.17,6
Kerrigan (MATH) MATH 1225,MATH 1225,Kerrigan (MATH),2.62,23.5,1.5,2
Kerrigan (MATH) MATH 1226,MATH 1226,Kerrigan (MATH),2.6,17.5,4.5,2
Kerrigan (MATH) MATH 1614,MATH 1614,Kerrigan (MATH),3.75,23.0,0.0,1
Kerrigan (MATH) MATH 2214,MATH 2214,Kerrigan (MATH),2.3,36.5,2.5,2
Keslacy (ARCH) ARCH 5715,ARCH 5715,Keslacy (ARCH),3.19,7.0,0.0,1
Key (NR) NR 5854,NR 5854,Key (NR),3.94,18.0,0.0,1
Key (PHIL) PHIL 1204,PHIL 1204,Key (PHIL),3.26,21.5,0.0,2
Keyel (UH) UH 2834,UH 2834,Keyel (UH),3.76,8.0,0.0,3
Khademian (SPIA) SPIA 2114,SPIA 2114,Khademian (SPIA),4.0,18.0,0.0,1
Khan (CS) CS 3754,CS 3754,Khan (CS),3.74,70.0,1.0,1
Khan (HTM) HTM 5024,HTM 5024,Khan (HTM),3.82,11.38,0.0,8
Khan (HTM) HTM 5454,HTM 5454,Khan (HTM),3.9,16.0,0.0,1
Khan (HTM) HTM 5464,HTM 5464,Khan (HTM),3.83,13.75,0.0,4
Khan (HTM) HTM 5514,HTM 5514,Khan (HTM),3.79,12.0,0.0,3
Khan (HTM) HTM 5614,HTM 5614,Khan (HTM),3.67,29.0,0.0,1
Khan (MKTG) MKTG 5104,MKTG 5104,Khan (MKTG),3.6,16.0,0.0,2
Khan (MKTG) MKTG 5624,MKTG 5624,Khan (MKTG),3.88,17.0,0.0,3
Khan (PHYS) PHYS 2306,PHYS 2306,Khan (PHYS),2.96,35.77,1.01,75
Khan (PHYS) PHYS 2324,PHYS 2324,Khan (PHYS),4.0,24.0,0.0,1
Khan (PHYS) PHYS 2334,PHYS 2334,Khan (PHYS),4.0,17.0,0.0,1
Khan (PHYS) PHYS 2344,PHYS 2344,Khan (PHYS),4.0,10.0,0.0,1
Khan (PHYS) PHYS 3324,PHYS 3324,Khan (PHYS),2.72,78.0,4.0,3
Khanna (MATH) MATH 1214,MATH 1214,Khanna (MATH),2.62,39.0,1.0,1
Khatib (CHE) CHE 4114,CHE 4114,Khatib (CHE),4.0,7.0,0.0,1
Khodaparast (PHYS) PHYS 3356,PHYS 3356,Khodaparast (PHYS),2.35,64.0,1.0,1
Khodaparast (PHYS) PHYS 4554,PHYS 4554,Khodaparast (PHYS),3.14,7.0,0.0,4
Khodaparast (PHYS) PHYS 4574,PHYS 4574,Khodaparast (PHYS),3.63,25.25,0.25,4
Khodaparast (PHYS) PHYS 5555,PHYS 5555,Khodaparast (PHYS),3.39,5.0,0.0,3
Khreiche (HIST) HIST 2604,HIST 2604,Khreiche (HIST),3.8,23.67,0.0,3
Khreiche (SOC) SOC 2604,SOC 2604,Khreiche (SOC),3.65,10.0,0.33,3
Khreiche (STS) STS 2604,STS 2604,Khreiche (STS),3.83,13.0,0.33,3
Khurana (CEE) CEE 3014,CEE 3014,Khurana (CEE),3.32,36.0,1.0,1
Kianmehr (SPIA) SPIA 2005,SPIA 2005,Kianmehr (SPIA),3.62,57.0,1.0,1
Kianmehr (SPIA) SPIA 2006,SPIA 2006,Kianmehr (SPIA),3.57,57.0,1.0,1
Kianmehr (SPIA) SPIA 2104,SPIA 2104,Kianmehr (SPIA),3.83,57.0,0.0,1
Kiechle (CRIM) CRIM 3124,CRIM 3124,Kiechle (CRIM),3.18,23.0,0.67,3
Kiechle (HIST) HIST 1115,HIST 1115,Kiechle (HIST),3.13,21.5,0.17,6
Kiechle (HIST) HIST 2104,HIST 2104,Kiechle (HIST),3.4,27.0,1.5,2
Kiechle (HIST) HIST 3124,HIST 3124,Kiechle (HIST),3.65,15.75,0.0,4
Kiechle (HIST) HIST 3144,HIST 3144,Kiechle (HIST),3.41,31.0,0.0,1
Kiechle (HIST) HIST 3706,HIST 3706,Kiechle (HIST),3.07,12.0,0.0,1
Kiechle (HIST) HIST 3914,HIST 3914,Kiechle (HIST),3.57,10.0,0.0,1
Kiechle (HIST) HIST 5694,HIST 5694,Kiechle (HIST),3.75,6.0,0.0,2
Kiecolt (SOC) SOC 2014,SOC 2014,Kiecolt (SOC),2.74,47.5,2.5,2
Kiecolt (SOC) SOC 2304,SOC 2304,Kiecolt (SOC),2.78,38.0,3.0,2
Kietzman (ALS) ALS 3404,ALS 3404,Kietzman (ALS),3.42,23.0,0.0,1
Kim (ACIS) ACIS 5604,ACIS 5604,Kim (ACIS),3.97,9.0,0.0,1
Kim (CRIM) CRIM 3474,CRIM 3474,Kim (CRIM),3.74,45.5,0.5,2
Kim (ECON) ECON 2006,ECON 2006,Kim (ECON),2.81,60.5,0.0,2
Kim (ECON) ECON 3104,ECON 3104,Kim (ECON),2.63,34.0,3.0,1
Kim (ENGE) ENGE 1215,ENGE 1215,Kim (ENGE),3.57,70.67,0.67,3
Kim (ESM) ESM 2204,ESM 2204,Kim (ESM),3.18,17.0,0.0,1
Kim (GEOG) GEOG 2084,GEOG 2084,Kim (GEOG),3.32,25.79,0.07,14
Kim (GEOG) GEOG 5034,GEOG 5034,Kim (GEOG),4.0,18.0,0.0,1
Kim (GEOG) GEOG 5064,GEOG 5064,Kim (GEOG),4.0,9.5,0.0,2
Kim (GRAD) GRAD 5114,GRAD 5114,Kim (GRAD),4.0,41.0,0.0,1
Kim (HD) HD 1004,HD 1004,Kim (HD),3.34,62.33,0.17,6
Kim (HD) HD 2304,HD 2304,Kim (HD),3.17,75.0,0.0,1
Kim (HD) HD 3014,HD 3014,Kim (HD),3.37,50.41,0.35,17
Kim (HD) HD 3224,HD 3224,Kim (HD),3.25,72.0,0.0,1
Kim (HD) HD 4714,HD 4714,Kim (HD),3.7,22.0,0.0,3
Kim (HTM) HTM 2454,HTM 2454,Kim (HTM),3.2,101.5,2.5,4
Kim (HTM) HTM 4414,HTM 4414,Kim (HTM),3.67,26.22,0.0,9
Kim (LAR) LAR 1254,LAR 1254,Kim (LAR),3.2,45.0,1.67,9
Kim (LAR) LAR 3044,LAR 3044,Kim (LAR),3.48,31.75,1.5,4
Kim (LAR) LAR 4084,LAR 4084,Kim (LAR),3.68,14.8,0.0,5
Kim (MATH) MATH 1214,MATH 1214,Kim (MATH),2.51,37.0,5.0,1
Kim (MATH) MATH 1225,MATH 1225,Kim (MATH),2.17,22.33,10.33,3
Kim (MATH) MATH 1226,MATH 1226,Kim (MATH),2.17,26.0,5.33,3
Kim (MATH) MATH 2114,MATH 2114,Kim (MATH),2.4,34.0,7.4,5
Kim (MATH) MATH 2204,MATH 2204,Kim (MATH),2.19,33.22,5.56,9
Kim (MATH) MATH 2534,MATH 2534,Kim (MATH),2.02,53.0,12.0,1
Kim (MATH) MATH 4564,MATH 4564,Kim (MATH),2.53,37.5,3.5,4
Kim (MATH) MATH 4574,MATH 4574,Kim (MATH),2.9,18.33,1.0,3
Kim (ME) ME 2004,ME 2004,Kim (ME),3.17,32.86,2.57,7
Kim (MKTG) MKTG 4154,MKTG 4154,Kim (MKTG),3.54,53.5,0.0,2
Kim (MKTG) MKTG 4204,MKTG 4204,Kim (MKTG),3.51,50.0,0.0,1
Kim (PHYS) PHYS 2074,PHYS 2074,Kim (PHYS),3.41,94.0,1.0,1
Kim (SBIO) SBIO 3124,SBIO 3124,Kim (SBIO),3.29,29.6,0.0,5
Kim (SBIO) SBIO 3284,SBIO 3284,Kim (SBIO),3.34,20.83,0.17,6
Kim (SBIO) SBIO 4214,SBIO 4214,Kim (SBIO),3.37,28.17,0.0,6
Kim (SOC) SOC 1004,SOC 1004,Kim (SOC),3.79,69.0,0.0,1
Kim (SOC) SOC 2024,SOC 2024,Kim (SOC),3.49,51.0,0.0,1
Kim (SOC) SOC 2404,SOC 2404,Kim (SOC),3.39,42.5,0.0,2
Kim (STAT) STAT 4106,STAT 4106,Kim (STAT),3.2,19.0,0.0,2
Kim (STAT) STAT 4705,STAT 4705,Kim (STAT),3.24,43.5,0.5,2
Kim (STAT) STAT 5044,STAT 5044,Kim (STAT),3.87,14.33,0.0,6
Kim (STAT) STAT 5514,STAT 5514,Kim (STAT),3.93,14.0,0.0,2
Kim (STAT) STAT 6344,STAT 6344,Kim (STAT),4.0,15.0,0.0,1
Kim (STAT) STAT 6514,STAT 6514,Kim (STAT),3.33,6.0,0.0,1
Kim-Spoon (PSYC) PSYC 4034,PSYC 4034,Kim-Spoon (PSYC),3.05,51.0,4.0,1
