crn,dept,course_id,instructor_id,title,modality,credits,capacity,days,start_time,end_time,location
11747,BIOL,BIOL 3104,Voshell (BIOL),Cell Molecular Biol Laboratory,F2F,1,18,R,1:00PM,3:50PM,FRALN 005
11748,BIOL,BIOL 3104,Voshell (BIOL),Cell Molecular Biol Laboratory,F2F,1,18,R,1:00PM,3:50PM,FRALN 001
11749,BIOL,BIOL 3104,Voshell (BIOL),Cell Molecular Biol Laboratory,F2F,1,18,T,1:00PM,3:50PM,FRALN 005
11750,BIOL,BIOL 3104,Voshell (BIOL),Cell Molecular Biol Laboratory,F2F,1,18,T,1:00PM,3:50PM,FRALN 001
11751,BIOL,BIOL 3204,Metzgar (BIOL),Plant Taxonomy,F2F,3,16,M W,11:15AM,12:05PM,PAM 2030
11752,BIOL,BIOL 3204,Metzgar (BIOL),Plant Taxonomy,F2F,3,16,M W,11:15AM,12:05PM,PAM 2030
11753,BIOL,BIOL 3204,Metzgar (BIOL),Plant Taxonomy,F2F,3,16,M W,11:15AM,12:05PM,PAM 2030
11754,BIOL,BIOL 3204,Metzgar (BIOL),Plant Taxonomy,F2F,3,16,M W,11:15AM,12:05PM,PAM 2030
20968,BIOL,BIOL 3204,Metzgar (BIOL),Plant Taxonomy,F2F,3,16,M W,11:15AM,12:05PM,PAM 2030
11755,BIOL,BIOL 3254,Paulson (BIOL),Med & Vet Entomology,F2F,3,125,T R,11:00AM,12:15PM,ENGEL 223
11756,BIOL,BIOL 3264,Eastwood (BIOL),Med & Vet Entomology Lab,F2F,1,20,R,12:30PM,3:15PM,PRICE 221
11757,BIOL,BIOL 3264,Eastwood (BIOL),Med & Vet Entomology Lab,F2F,1,20,T,6:30PM,9:15PM,PRICE 221
11758,BIOL,BIOL 3264,Eastwood (BIOL),Med & Vet Entomology Lab,F2F,1,20,R,5:00PM,7:45PM,PRICE 221
11759,BIOL,BIOL 3264,Eastwood (BIOL),Med & Vet Entomology Lab,F2F,1,20,T,2:00PM,4:45PM,PRICE 221
11760,BIOL,BIOL 3604,Cheng (BIOL),Food Microbiology,F2F,4,20,M W F,12:20PM,1:10PM,FST 27
11761,BIOL,BIOL 3604,Cheng (BIOL),Food Microbiology,F2F,4,20,M W F,12:20PM,1:10PM,FST 27
11762,BIOL,BIOL 3604,Cheng (BIOL),Food Microbiology,F2F,4,21,M W F,12:20PM,1:10PM,FST 27
11763,BIOL,BIOL 3804,Lipscomb (BIOL),Principles Biol Teaching Asst,F2F,2,0,(ARR),(ARR),(ARR),00X
11764,BIOL,BIOL 3804,Lipscomb (BIOL),Principles Biol Teaching Asst,F2F,2,0,(ARR),(ARR),(ARR),00X
11765,BIOL,BIOL 3954,Moore (BIOL),Study Abroad,F2F,4,0,R,5:00PM,7:50PM,DER 1014
21009,BIOL,BIOL 4134,McGlothlin (BIOL),Evolutionary Genetics,F2F,3,26,M W F,10:10AM,11:00AM,DER 2084
11766,BIOL,BIOL 4164,Badgley (BIOL),Environmental Microbiology,F2F,3,24,M W,11:15AM,12:05PM,HUTCH 209
11767,BIOL,BIOL 4164,Badgley (BIOL),Environmental Microbiology,F2F,3,24,M W,11:15AM,12:05PM,HUTCH 209
21035,BIOL,BIOL 4334,Tholl (BIOL),Chemical Ecology,F2F,3,12,T R,2:00PM,3:15PM,GOODW 241
11768,BIOL,BIOL 4354,Entrekin (BIOL),Aquatic Entomology,F2F,4,20,M W F,1:25PM,2:15PM,NCB 110A
11769,BIOL,BIOL 4354,Entrekin (BIOL),Aquatic Entomology,F2F,4,20,M W F,1:25PM,2:15PM,NCB 110A
11770,BIOL,BIOL 4404,Hawley (BIOL),Ornithology,F2F,4,18,T R,12:30PM,1:45PM,NCB 270
11771,BIOL,BIOL 4404,Hawley (BIOL),Ornithology,F2F,4,18,T R,12:30PM,1:45PM,NCB 270
11772,BIOL,BIOL 4404,Hawley (BIOL),Ornithology,F2F,4,18,T R,12:30PM,1:45PM,NCB 270
11773,BIOL,BIOL 4404,Hawley (BIOL),Ornithology,F2F,4,0,T R,12:30PM,1:45PM,NCB 270
11774,BIOL,BIOL 4474,Moore (BIOL),Ethology,F2F,3,70,M W F,1:25PM,2:15PM,DER 3081
11776,BIOL,BIOL 4564,Hoyt (BIOL),Infectious Disease Ecology,F2F,3,55,T R,11:00AM,12:15PM,DER 1014
11777,BIOL,BIOL 4574,Bergamasco (BIOL),Social Behav Birds & Mammals,F2F,3,115,T R,9:30AM,10:45AM,ENGEL 223
11778,BIOL,BIOL 4634,Stevens (BIOL),Microbial Physiology,F2F,3,50,T R,9:30AM,10:45AM,DER 3081
11779,BIOL,BIOL 4644,Scharf (BIOL),Microbial Genetics&Physiol Lab,F2F,3,16,M W,1:25PM,4:55PM,FRALN 005
11780,BIOL,BIOL 4644,Scharf (BIOL),Microbial Genetics&Physiol Lab,F2F,3,16,M W,1:25PM,4:55PM,FRALN 001
21040,BIOL,BIOL 4684,Hsu (BIOL),Microbiomes,F2F,3,20,M W,2:30PM,3:45PM,LFSCI 101
11781,BIOL,BIOL 4704,Walker (BIOL),Immunology,F2F,3,144,M W F,10:10AM,11:00AM,TORG 3100
11782,BIOL,BIOL 4714,Zhang (BIOL),Immunology Laboratory,F2F,1,22,R,1:00PM,3:50PM,HAHN N 216
11783,BIOL,BIOL 4714,Zhang (BIOL),Immunology Laboratory,F2F,1,22,W,1:00PM,3:50PM,HAHN N 216
11784,BIOL,BIOL 4714,Zhang (BIOL),Immunology Laboratory,F2F,1,22,R,9:00AM,11:50AM,HAHN N 216
11785,BIOL,BIOL 4824,Allen (BIOL),Bioinformatics Methods,Hybrid,3,80,T R,3:30PM,4:45PM,TORG 1060
21044,BIOL,BIOL 5006,Cimini (BIOL),Biol Graduate Program Training,F2F,1,25,M,4:30PM,5:20PM,DER 2084
21042,BIOL,BIOL 5134,McGlothlin (BIOL),Advanced Evolutionary Genetics,F2F,4,10,M W F,10:10AM,11:00AM,DER 2084
11821,BIOL,BIOL 5174,Draghi (BIOL),Graduate Seminar,F2F,1,50,R,3:30PM,4:50PM,DER 3081
21609,BIOL,BIOL 5174,Winkel (BIOL),Graduate Seminar,F2F,1,80,(ARR),(ARR),(ARR),00X
21045,BIOL,BIOL 5334,Tholl (BIOL),Advanced Chemical Ecology,F2F,3,10,T R,2:00PM,3:15PM,GOODW 241
21486,BIOL,BIOL 5424,Cao (BIOL),Computational Cell Biology,F2F,3,40,T R,9:30AM,10:45AM,FRALN 002
21659,BIOL,BIOL 5434,Moore (BIOL),Behavioral Endocrinology,F2F,3,15,T R,11:00AM,12:15PM,DER 2084
11823,BIOL,BIOL 5504,Langwig (BIOL),Quant Methods in Ecol and Evo,F2F,3,36,T R,2:00PM,3:15PM,DAV 301
11824,BIOL,BIOL 5634,Stevens (BIOL),Microbial Physiology,F2F,4,15,T R,9:30AM,10:45AM,DER 3081
11825,BIOL,BIOL 5824,Allen (BIOL),Advanced Bioinformatic Methods,Hybrid,3,16,T R,3:30PM,4:45PM,TORG 1060
21047,BIOL,BIOL 6014,Suvorov (BIOL),TS: Machine Learning Evol Biol,F2F,1,15,T,12:30PM,1:20PM,DER 2084
11829,BIOL,BIOL 6404,Uyeda (BIOL),Topics In Vertebrate Biology,F2F,1,30,R,12:30PM,1:30PM,DER 2084
11831,BIT,BIT 2104,Staff (BIT),Careers in BIT,F2F,1,67,F,1:25PM,2:15PM,NCB 230
11832,BIT,BIT 2104,Staff (BIT),Careers in BIT,F2F,1,67,W,1:25PM,2:15PM,NCB 230
11833,BIT,BIT 2104,Staff (BIT),Careers in BIT,F2F,1,67,M,1:25PM,2:15PM,NCB 230
11834,BIT,BIT 2104,Simpson (BIT),Careers in BIT,OnlineSync,1,67,W,12:20PM,1:10PM,ONLINE
11835,BIT,BIT 2104,Simpson (BIT),Careers in BIT,OnlineSync,1,67,M,12:20PM,1:10PM,ONLINE
11836,BIT,BIT 2104,Simpson (BIT),Careers in BIT,OnlineSync,1,10,F,12:20PM,1:10PM,ONLINE
11837,BIT,BIT 2104,Simpson (BIT),Careers in BIT,OnlineSync,1,60,F,12:20PM,1:10PM,ONLINE
11838,BIT,BIT 2164,Brantly (BIT),Foundations Security Environ,F2F,3,60,T R,9:30AM,10:45AM,CLMS 370
11839,BIT,BIT 2164,Suong (BIT),Foundations Security Environ,F2F,3,60,T R,3:30PM,4:45PM,CLMS 370
11840,BIT,BIT 2405,Kern (BIT),Bus Stats Analytics & Model,F2F,3,150,M W F,1:25PM,2:15PM,NCB 260
11841,BIT,BIT 2405,Simundza (BIT),Bus Stats Analytics & Model,F2F,3,200,T R,12:30PM,1:45PM,LITRV 1670
11842,BIT,BIT 2405,Simundza (BIT),Bus Stats Analytics & Model,F2F,3,150,T R,8:00AM,9:15AM,NCB 260
11843,BIT,BIT 2405,Sudweeks (BIT),Bus Stats Analytics & Model,F2F,3,150,T R,11:00AM,12:15PM,NCB 360
11844,BIT,BIT 2405,Kern (BIT),Bus Stats Analytics & Model,F2F,3,200,M W F,12:20PM,1:10PM,TORG 2150
11845,BIT,BIT 2405,Kern (BIT),Bus Stats Analytics & Model,F2F,3,150,M W F,9:05AM,9:55AM,NCB 260
11846,BIT,BIT 2405,Sudweeks (BIT),Bus Stats Analytics & Model,OnlineSync,3,10,T R,9:30AM,10:45AM,ONLINE
11847,BIT,BIT 2405,Sudweeks (BIT),Bus Stats Analytics & Model,OnlineSync,3,250,T R,9:30AM,10:45AM,ONLINE
11848,BIT,BIT 2406,Sudweeks (BIT),Bus Stats Analytics & Model,F2F,3,100,M W,2:30PM,3:45PM,DDS 130
11849,BIT,BIT 2406,Zhang (BIT),Bus Stats Analytics & Model,F2F,3,60,T R,8:00AM,9:15AM,DDS 150
11850,BIT,BIT 2406,Zhang (BIT),Bus Stats Analytics & Model,F2F,3,80,T R,9:30AM,10:45AM,DDS 150
11851,BIT,BIT 2406,Fraticelli (BIT),Bus Stats Analytics & Model,F2F,3,100,T R,12:30PM,1:45PM,DDS 230
11852,BIT,BIT 2406,Fraticelli (BIT),Bus Stats Analytics & Model,OnlineSync,3,10,T R,11:00AM,12:15PM,ONLINE
11853,BIT,BIT 2406,Fraticelli (BIT),Bus Stats Analytics & Model,OnlineSync,3,60,T R,11:00AM,12:15PM,ONLINE
21305,BIT,BIT 2554,Raman (BIT),Linux for Business,OnlineSync,3,60,T R,2:00PM,3:15PM,ONLINE
11854,BIT,BIT 3414,Teets (BIT),Operations & Supply Chain Mgt,F2F,3,80,T R,8:00AM,9:15AM,DDS 155
11855,BIT,BIT 3414,Simundza (BIT),Operations & Supply Chain Mgt,F2F,3,49,T R,3:30PM,4:45PM,DDS 170
21610,BIT,BIT 3414,Teets (BIT),Operations & Supply Chain Mgt,F2F,3,100,M W,5:30PM,6:45PM,NCB 360
11856,BIT,BIT 3414,Clark (BIT),Operations & Supply Chain Mgt,OnlineAsync,3,10,(ARR),(ARR),(ARR),00X
11857,BIT,BIT 3414,Clark (BIT),Operations & Supply Chain Mgt,OnlineAsync,3,80,(ARR),(ARR),(ARR),00X
11858,BIT,BIT 3414,Clark (BIT),Operations & Supply Chain Mgt,OnlineAsync,3,130,(ARR),(ARR),(ARR),00X
11859,BIT,BIT 3414,Clark (BIT),Operations & Supply Chain Mgt,OnlineAsync,3,90,(ARR),(ARR),(ARR),00X
11860,BIT,BIT 3414,Clark (BIT),Operations & Supply Chain Mgt,OnlineAsync,3,130,(ARR),(ARR),(ARR),00X
11861,BIT,BIT 3424,Romero Masters (BIT),Intro Bus Analytics Modeling,F2F,3,80,T R,3:30PM,4:45PM,DDS 150
11862,BIT,BIT 3424,Liu (BIT),Intro Bus Analytics Modeling,F2F,3,99,T R,9:30AM,10:45AM,DDS 130
11863,BIT,BIT 3424,Liu (BIT),Intro Bus Analytics Modeling,F2F,3,80,T R,12:30PM,1:45PM,DDS 155
11864,BIT,BIT 3424,Seref (BIT),Intro Bus Analytics Modeling,OnlineSync,3,10,T R,8:00AM,9:15AM,ONLINE
11865,BIT,BIT 3424,Seref (BIT),Intro Bus Analytics Modeling,OnlineSync,3,99,T R,8:00AM,9:15AM,ONLINE
11867,BIT,BIT 3434,Arnette (BIT),Adv Modeling for Bus Analytics,F2F,3,60,T R,8:00AM,9:15AM,DDS 170
11868,BIT,BIT 3434,Arnette (BIT),Adv Modeling for Bus Analytics,F2F,3,60,T R,9:30AM,10:45AM,DDS 170
11866,BIT,BIT 3434,McCord (BIT),Adv Modeling for Bus Analytics,OnlineAsync,3,70,(ARR),(ARR),(ARR),00X
11869,BIT,BIT 3444,Seref (BIT),Adv Bus Comp and App,F2F,3,60,T R,8:00AM,9:15AM,DDS 180
11870,BIT,BIT 3444,Seref (BIT),Adv Bus Comp and App,F2F,3,60,T R,2:00PM,3:15PM,DDS 180
11871,BIT,BIT 3444,Romero Masters (BIT),Adv Bus Comp and App,OnlineSync,3,10,M W,2:30PM,3:45PM,ONLINE
11872,BIT,BIT 3444,Romero Masters (BIT),Adv Bus Comp and App,OnlineSync,3,50,M W,2:30PM,3:45PM,ONLINE
11873,BIT,BIT 3454,Mindel (BIT),Business Process Improvement,F2F,3,60,T R,8:00AM,9:15AM,DER 3083
11874,BIT,BIT 3454,Mindel (BIT),Business Process Improvement,F2F,3,72,T R,2:00PM,3:15PM,NCB 270
11875,BIT,BIT 3464,Teets (BIT),Enterprise Planning & Control,F2F,3,120,M W,4:00PM,5:15PM,NCB 320
21326,BIT,BIT 3474,Raman (BIT),Data Mgt and Bus Analytics,OnlineSync,3,60,T R,11:00AM,12:15PM,ONLINE
21327,BIT,BIT 3474,Raman (BIT),Data Mgt and Bus Analytics,OnlineSync,3,10,T R,11:00AM,12:15PM,ONLINE
21329,BIT,BIT 3484,Liu (BIT),Advanced Business Analytics,F2F,3,60,T R,5:00PM,6:15PM,DER 3083
21490,BIT,BIT 3484,Liu (BIT),Advanced Business Analytics,OnlineSync,3,0,T R,5:00PM,6:15PM,ONLINE
11876,BIT,BIT 3514,Tegarden (BIT),Systems Analysis,F2F,3,75,T R,11:00AM,12:15PM,DDS 150
11877,BIT,BIT 3514,Tegarden (BIT),Systems Analysis,F2F,3,80,T R,8:00AM,9:15AM,NCB 120
11878,BIT,BIT 3524,Aljafari (BIT),Database Management and Design,F2F,3,70,T R,3:30PM,4:45PM,DDS 155
11879,BIT,BIT 3554,Zahadat (BIT),"Networks, Telecom, & Security",OnlineSync,3,80,T R,8:00AM,9:15AM,ONLINE
11880,BIT,BIT 3554,Zahadat (BIT),"Networks, Telecom, & Security",OnlineSync,3,80,T R,9:30AM,10:45AM,ONLINE
21332,BIT,BIT 3614,Monday (BIT),Election Security,OnlineAsync,3,60,(ARR),(ARR),(ARR),00X
21491,BIT,BIT 3614,Monday (BIT),Election Security,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
11881,BIT,BIT 4164,Brantly (BIT),Future of Security,F2F,3,40,T R,11:00AM,12:15PM,CLMS 370
21492,BIT,BIT 4424,Aljafari (BIT),BIT Visualization Analytics,F2F,3,40,T R,2:00PM,3:15PM,DDS 132
11882,BIT,BIT 4434,Travis (BIT),Comp Sim In Bus,F2F,3,50,M W,4:00PM,5:15PM,DDS 150
11883,BIT,BIT 4434,Travis (BIT),Comp Sim In Bus,F2F,3,50,M W,5:30PM,6:45PM,DDS 220
11884,BIT,BIT 4444,Wang (BIT),Web Based DSS,F2F,3,72,M W,2:30PM,3:45PM,DDS 150
11885,BIT,BIT 4454,Abrahams (BIT),Bus Analysis Seminar in IT,F2F,3,48,T R,2:00PM,3:15PM,DER 1076
11886,BIT,BIT 4454,Abrahams (BIT),Bus Analysis Seminar in IT,OnlineSync,3,48,T R,9:30AM,10:45AM,ONLINE
11887,BIT,BIT 4464,Arnette (BIT),Adv Supply Chain Mgt,F2F,3,60,T R,5:00PM,6:15PM,DDS 180
11889,BIT,BIT 4474,Gordon (BIT),Global Ops & Info Technology,F2F,3,60,T R,3:30PM,4:45PM,DER 3083
11890,BIT,BIT 4474,Gordon (BIT),Global Ops & Info Technology,F2F,3,30,T R,5:00PM,6:15PM,PAM 2002
11891,BIT,BIT 4484,Monday (BIT),Project Management,F2F,3,80,M W F,10:10AM,11:00AM,NCB 120
11892,BIT,BIT 4484,Deane (BIT),Project Management,F2F,3,50,T R,12:30PM,1:45PM,NCB 120
11893,BIT,BIT 4484,Deane (BIT),Project Management,F2F,3,70,T R,3:30PM,4:45PM,NCB 120
11894,BIT,BIT 4484,Monday (BIT),Project Management,OnlineSync,3,60,T R,8:00AM,9:15AM,ONLINE
11895,BIT,BIT 4484,Monday (BIT),Project Management,OnlineSync,3,10,T R,8:00AM,9:15AM,ONLINE
11896,BIT,BIT 4604,Vance (BIT),"Data Gov, Privacy, Ethics",F2F,3,49,M W,4:00PM,5:15PM,NCB 230
21493,BIT,BIT 4604,Flora (BIT),"Data Gov, Privacy, Ethics",F2F,3,60,M W,2:30PM,3:45PM,NCB 230
11897,BIT,BIT 4604,Zahadat (BIT),"Data Gov, Privacy, Ethics",OnlineSync,3,140,M W,4:00PM,5:15PM,ONLINE
11898,BIT,BIT 4604,Zahadat (BIT),"Data Gov, Privacy, Ethics",OnlineSync,3,10,M W,4:00PM,5:15PM,ONLINE
11899,BIT,BIT 4614,Srinivas (BIT),Information Security,F2F,3,60,T R,9:30AM,10:45AM,NCB 250
11900,BIT,BIT 4614,Srinivas (BIT),Information Security,F2F,3,60,T R,11:00AM,12:15PM,NCB 250
11901,BIT,BIT 4614,Srinivas (BIT),Information Security,OnlineSync,3,10,T R,8:00AM,9:15AM,ONLINE
11902,BIT,BIT 4624,Flora (BIT),Cybersecurity Analytics,F2F,3,85,M W,4:00PM,5:15PM,DDS 230
21494,BIT,BIT 4624,Flora (BIT),Cybersecurity Analytics,F2F,3,72,T R,2:00PM,3:15PM,DDS 155
11903,BIT,BIT 4624,Flora (BIT),Cybersecurity Analytics,OnlineSync,3,10,M W,4:00PM,5:15PM,ONLINE
21741,BIT,BIT 4984,Vance (BIT),SS:Pen Testing/Ethical Hacking,F2F,3,20,(ARR),(ARR),(ARR),00X
21740,BIT,BIT 4984,Raman (BIT),SS: Forensics & IR,OnlineSync,3,20,T R,12:30PM,1:45PM,ONLINE
11909,BIT,BIT 5114,Baker (BIT),Crime & Conflict in Cyberspace,OnlineAsync,3,125,(ARR),(ARR),(ARR),00X
11910,BIT,BIT 5324,Fraticelli (BIT),Analytics/Data Mining Execs,OnlineSync,2,40,F S,(ARR),ONLINE,00X
11913,BIT,BIT 5424,Aljafari (BIT),Bus Visualization Analytics,F2F,3,60,T R,8:00AM,9:15AM,DDS 220
11915,BIT,BIT 5534,Major (BIT),Applied Bus Intel & Analytics,OnlineAsync,3,50,(ARR),(ARR),(ARR),00X
11916,BIT,BIT 5664,Deane (BIT),Managing Global Supply Chain,OnlineSync,2,40,F S,(ARR),ONLINE,00X
11919,BIT,BIT 5894,Staff (BIT),Final Examination,F2F,3,9999,(ARR),(ARR),(ARR),00X
21349,BIT,BIT 6194,James (BIT),BIT Colloquium,F2F,1,12,T,6:30PM,7:30PM,DDS 240
11924,BIT,BIT 6324,Lowry (BIT),Design Science Seminar,F2F,3,20,F,2:30PM,5:30PM,DDS 240
21713,BIT,BIT 6414,Lowry (BIT),Seminar in Information Tech,F2F,3,0,T,2:00PM,4:45PM,DDS 270
21901,BIT,BIT 6984,Adjerid (BIT),SS: Behaviorial Economics IT,F2F,3,8,(ARR),(ARR),(ARR),00X
21106,BMES,BMES 2004,Duma (BMES),Concussion Perspectives,OnlineAsync,3,3000,(ARR),(ARR),(ARR),00X
11931,BMES,BMES 2104,Staff (BMES),Intro Biomedical Engineering,F2F,3,40,T R,9:30AM,10:45AM,PAT 215
21107,BMES,BMES 2104,Tate (BMES),Intro Biomedical Engineering,F2F,3,40,T R,2:00PM,3:15PM,WHIT 349
21109,BMES,BMES 3004,Duma (BMES),Helmet Design,F2F,3,330,M W,4:00PM,5:15PM,HAN 100
21108,BMES,BMES 3004,Duma (BMES),Helmet Design,OnlineAsync,3,3000,(ARR),(ARR),(ARR),00X
11938,BMES,BMES 3024,Tate (BMES),BME Cell Engineering Lab,F2F,2,24,M W F,11:15AM,12:05PM,NOR 321
11939,BMES,BMES 3034,Staff (BMES),Bioinstrumentation Lab,F2F,2,24,M,9:05AM,9:55AM,WLH 320
11940,BMES,BMES 3034,Staff (BMES),Bioinstrumentation Lab,F2F,2,24,M,9:05AM,9:55AM,WLH 320
11941,BMES,BMES 3034,Staff (BMES),Bioinstrumentation Lab,F2F,2,24,M,9:05AM,9:55AM,WLH 320
21533,BMES,BMES 3114,Arena (BMES),Needs Indentify Healthcare,F2F,3,0,F,8:30AM,11:00AM,COLSQ 302
11942,BMES,BMES 3124,Arena (BMES),Introduction to Biomechanics,F2F,3,46,M W F,12:20PM,1:10PM,PAT 316
11943,BMES,BMES 3144,Muelenaer (BMES),Biomedical Devices,F2F,3,45,T R,11:00AM,12:15PM,WLH 335
11945,BMES,BMES 3184,Wang (BMES),Problem Solving in BME,F2F,3,45,T R,12:30PM,1:45PM,WLH 345
21110,BMES,BMES 3184,Collins (BMES),Problem Solving in BME,F2F,3,45,M W,2:30PM,3:45PM,TORG 1020
21060,BMES,BMES 3844,Vijayan (BMES),Computational Neur and Eng,F2F,3,25,M,4:00PM,6:30PM,MCB 210
21748,BMES,BMES 3984,Tate (BMES),SS: Advanced Cell Engineering,F2F,3,24,M W F,1:25PM,2:15PM,NOR 321
11947,BMES,BMES 4016,Arena (BMES),BME Senior Design and Project,F2F,3,65,M W,2:30PM,3:45PM,SURGE 104C
21572,BMES,BMES 4034,Staff (BMES),Wearable Bioinstrumentation,OnlineSync,3,40,T R,8:00AM,9:15AM,ONLINE
11948,BMES,BMES 4064,Lee (BMES),Intro Medical Physiology,OnlineSync,3,100,T R,3:30PM,4:45PM,ONLINE
21747,BMES,BMES 4984,De Vita (BMES),SS: Data Driven Sci in BEAM,F2F,3,20,M W F,10:10AM,11:00AM,MAJWM 532
11974,BMES,BMES 5024,Lee (BMES),Biomed Eng Human Disease,F2F,3,28,T R,11:00AM,12:15PM,TORG 1000
11976,BMES,BMES 5064,Wang (BMES),Quant Organ Systems Physiology,F2F,3,24,T R,9:30AM,10:45AM,WHIT 281
11977,BMES,BMES 5174,Albert (BMES),Biomech Crash Injury Prevent,F2F,3,25,T R,3:30PM,4:45PM,TORG 1000
11978,BMES,BMES 5204,Hardy (BMES),Lab Techniques Injury Prev,F2F,4,10,T,1:00PM,6:00PM,VCOM2 1211
21946,BMES,BMES 5304,Staff (BMES),Biological Transport Phenomena,F2F,3,0,M W F,12:20PM,1:10PM,TORG 1050
20825,BMES,BMES 5305,Staples (BMES),Cardiovas Mechanics,F2F,3,15,M W F,12:20PM,1:10PM,MCB 302
20820,BMES,BMES 5324,Porada (BMES),Adv Topics Regenerative Med,OnlineSync,3,25,T W R,3:30PM,5:00PM,ONLINE
21434,BMES,BMES 5434,Rajagopalan (BMES),Polymeric Biomaterials,F2F,3,15,T R,2:00PM,3:15PM,TORG 1030
11979,BMES,BMES 5514,Wicks (BMES),Digital Signal Processing,F2F,3,26,T R,9:30AM,10:45AM,SURGE 118B
11980,BMES,BMES 5514,Wicks (BMES),Digital Signal Processing,OnlineAsync,3,10,(ARR),(ARR),(ARR),00X
21479,BMES,BMES 5574,Whittington (BMES),Advanced Biomaterials,F2F,3,10,M W F,9:05AM,9:55AM,DURHM 261
11987,BMES,BMES 5944,Untaroiu (BMES),Seminar,Hybrid,1,60,F,11:15AM,12:05PM,GOODW 125
21742,BMES,BMES 5984,Arena (BMES),SS: Clinical Needs Assess II,Hybrid,3,3,(ARR),(ARR),(ARR),00X
21743,BMES,BMES 5984,Gurari (BMES),SS: NeuroRehab Perspectives,F2F,3,15,T R,2:00PM,3:15PM,NOR 325
21744,BMES,BMES 5984,Apgar (BMES),SS: Social Det of Health,Hybrid,3,15,M,9:30AM,12:00PM,TBA
21745,BMES,BMES 5984,Roberts (BMES),SS:Protein Struc Funct Disease,F2F,3,20,M W F,12:20PM,1:10PM,MAJWM 532
21746,BMES,BMES 5984,De Vita (BMES),SS: Data Driven Sci in BEAM,F2F,3,20,M W F,10:10AM,11:00AM,MAJWM 532
12031,BMES,BMES 6064,Gayzik (BMES),Clinical Rotation,F2F,2,20,(ARR),(ARR),(ARR),00X
20822,BMES,BMES 6174,Gayzik (BMES),Advanced Human Modeling,F2F,3,25,M W,2:30PM,3:45PM,TORG 1000
12033,BMES,BMES 6534,Ververs (BMES),Medical Health Physics,OnlineSync,3,20,T R,2:00PM,3:15PM,ONLINE
12076,BMSP,BMSP 2136,Gillian (BMSP),Human Anatomy and Physiology,F2F,3,450,T R,2:00PM,3:15PM,SQUIR COLNL
12077,BMSP,BMSP 2146,Gillian (BMSP),Human Anatomy & Physiology Lab,Hybrid,1,54,M,5:30PM,7:20PM,TORG 1010
12078,BMSP,BMSP 2146,Boerth (BMSP),Human Anatomy & Physiology Lab,F2F,1,54,W,5:30PM,7:20PM,VM 2 100
12079,BMSP,BMSP 2146,Boerth (BMSP),Human Anatomy & Physiology Lab,F2F,1,54,W,7:40PM,9:30PM,VM 2 100
12080,BMSP,BMSP 2146,Gillian (BMSP),Human Anatomy & Physiology Lab,Hybrid,1,54,M,7:30PM,9:20PM,TORG 1010
12099,BMVS,BMVS 5174,Moore (BMVS),Responsible Research Conduct,OnlineSync,1,40,W,4:00PM,5:00PM,ONLINE
12100,BMVS,BMVS 5194,Carvallo (BMVS),Clinical Micropathology,F2F,1,10,F,9:00AM,10:00AM,VMIA 220
12101,BMVS,BMVS 5224,Lee (BMVS),Biomed Eng Human Disease,F2F,3,28,T R,11:00AM,12:15PM,TORG 1000
12104,BMVS,BMVS 5274,Staff (BMVS),Systems Pathology,F2F,3,0,(ARR),(ARR),(ARR),00X
12105,BMVS,BMVS 5284,Staff (BMVS),Cellular Pathology,F2F,3,0,T R,10:00AM,11:50AM,TBA
12106,BMVS,BMVS 5324,Staff (BMVS),General Neurochemistry,F2F,3,0,T,10:00AM,12:30PM,VM 2 3
12107,BMVS,BMVS 5624,Duggal (BMVS),Molecular Virology,F2F,2,0,M W,3:00PM,4:00PM,ILSB 1040
12108,BMVS,BMVS 5764,Smith (BMVS),Aq Medicine & Fish Health,F2F,2,105,(ARR),(ARR),(ARR),00X
12109,BMVS,BMVS 5794,Cecere (BMVS),Clinical  Neuropathology,F2F,1,8,(ARR),(ARR),(ARR),00X
12110,BMVS,BMVS 5944,Ahmed (BMVS),BMVS Seminar,F2F,1,45,W,12:30PM,1:30PM,TBA
12111,BMVS,BMVS 5944,Huckle (BMVS),BMVS Seminar,F2F,1,35,T,4:00PM,4:50PM,VMIA 220
12121,BMVS,BMVS 6084,Keebaugh (BMVS),Veterinary Speciality Clinics,F2F,3,40,(ARR),(ARR),(ARR),00X
12122,BMVS,BMVS 6094,Keebaugh (BMVS),Board Certification Topics,F2F,1,40,(ARR),(ARR),(ARR),00X
12123,BMVS,BMVS 6534,Bogers (BMVS),Mech Dis Vet Med,F2F,3,12,M W,8:00AM,9:30AM,TBA
12124,BMVS,BMVS 6724,Staff (BMVS),Mol Mech of Path Bacteria,F2F,3,0,T R,9:00AM,10:15AM,CMMID 220
12126,BSE,BSE 2304,Yoder (BSE),Landscape Meas & Modeling,F2F,3,28,T,12:30PM,2:20PM,SEITZ 108
12128,BSE,BSE 3144,Wright (BSE),Engr Analysis for Biol Systems,F2F,2,60,M W,11:15AM,12:05PM,DER 1014
12129,BSE,BSE 3334,Krometis (BSE),NPS Assessment & Control,F2F,3,25,M W,1:25PM,2:15PM,SEITZ 105
12130,BSE,BSE 3504,Barone (BSE),Trans Proc Biol Syst,F2F,3,45,M W F,10:10AM,11:00AM,NCB 250
