instance_id,course_id,instructor_id,year,term,crn,gpa,withdraw,enrollment
2021-22Spring21758,ENGL 1106,Dragon (ENGL),2021-22,Spring,21758,3.22,1,16
2021-22Spring21868,HTM 5024,Khan (HTM),2021-22,Spring,21868,3.96,0,16
2021-22Spring21889,RLCL 1904,Shajahan (RLCL),2021-22,Spring,21889,2.73,0,16
2021-22Spring21967,ART 3574,Yohn (ART),2021-22,Spring,21967,3.65,0,16
2021-22Spring22031,ENGL 1106,Moore (ENGL),2021-22,Spring,22031,3.34,1,16
2021-22Spring22033,ENGL 3764,Gaines (ENGL),2021-22,Spring,22033,3.36,0,16
2021-22Spring22052,ARCH 5716,Al (ARCH),2021-22,Spring,22052,4.0,0,8
2021-22Spring22065,MATH 1226,Elsrrawi (MATH),2021-22,Spring,22065,2.34,3,12
2021-22Spring22084,ENGL 1106,Gilbert (ENGL),2021-22,Spring,22084,2.59,0,16
2021-22Spring22089,ENGL 1105,Zaldivar (ENGL),2021-22,Spring,22089,3.0,1,16
2021-22Spring22092,ENGL 1105,Wallace (ENGL),2021-22,Spring,22092,3.38,1,16
2021-22Spring22097,TBMH 5064,Chappell (TBMH),2021-22,Spring,22097,3.98,0,12
2021-22Spring22109,HIST 2604,Barman (HIST),2021-22,Spring,22109,3.74,0,16
2021-22Spring22111,STS 2604,Barman (STS),2021-22,Spring,22111,3.72,0,16
2021-22Spring22194,STAT 5615,Rantou (STAT),2021-22,Spring,22194,3.51,0,16
2021-22Spring22700,ENGL 1106,Brown (ENGL),2021-22,Spring,22700,2.93,1,16
2021-22Spring22762,ENGL 1106,Simons (ENGL),2021-22,Spring,22762,3.03,0,16
2022-23Fall80146,ACIS 3115,DiYorio (ACIS),2022-23,Fall,80146,2.83,5,16
2022-23Fall80180,ACIS 4654,Shortt (ACIS),2022-23,Fall,80180,3.53,0,16
2022-23Fall80921,ARBC 1105,Azzam (ARBC),2022-23,Fall,80921,3.65,0,16
2022-23Fall80978,ARCH 3514,Sullivan (ARCH),2022-23,Fall,80978,3.77,0,16
2022-23Fall81127,ARCH 5064,Jones (ARCH),2022-23,Fall,81127,4.0,0,16
2022-23Fall81151,ARCH 5515,Shugars (ARCH),2022-23,Fall,81151,3.38,0,8
2022-23Fall81165,ARCH 5715,Kelsch (ARCH),2022-23,Fall,81165,3.21,0,8
2022-23Fall81239,ART 1004,Bannan (ART),2022-23,Fall,81239,3.96,0,16
2022-23Fall81253,ART 1214,Dennis (ART),2022-23,Fall,81253,3.86,0,16
2022-23Fall81261,ART 1404,Hand (ART),2022-23,Fall,81261,3.02,1,16
2022-23Fall81265,ART 1604,Hand (ART),2022-23,Fall,81265,3.42,0,16
2022-23Fall81267,ART 2514,Head (ART),2022-23,Fall,81267,3.89,0,16
2022-23Fall81269,ART 2554,Blanchard (ART),2022-23,Fall,81269,3.73,0,16
2022-23Fall81288,ART 3704,Drum (ART),2022-23,Fall,81288,3.96,0,16
2022-23Fall81352,AS 3215,Cade (AS),2022-23,Fall,81352,3.86,0,16
2022-23Fall81378,AT 424,Gwaltney (AT),2022-23,Fall,81378,3.28,0,16
2022-23Fall81523,BCHM 4124,Vanwinkle (BCHM),2022-23,Fall,81523,3.42,0,8
2022-23Fall81702,BIOL 2614,Lasley (BIOL),2022-23,Fall,81702,3.9,0,24
2022-23Fall81705,BIOL 2614,Lasley (BIOL),2022-23,Fall,81705,3.76,0,24
2022-23Fall81707,BIOL 2614,Lasley (BIOL),2022-23,Fall,81707,3.73,0,24
2022-23Fall81708,BIOL 2614,Lasley (BIOL),2022-23,Fall,81708,3.91,0,24
2022-23Fall81711,BIOL 2614,Lasley (BIOL),2022-23,Fall,81711,3.92,0,24
2022-23Fall81713,BIOL 2614,Lasley (BIOL),2022-23,Fall,81713,3.8,0,24
2022-23Fall81736,BIOL 3814,Emori (BIOL),2022-23,Fall,81736,3.23,1,48
2022-23Fall81891,BMES 3024,Lee (BMES),2022-23,Fall,81891,3.99,0,24
2022-23Fall82031,BMVS 5094,Caswell (BMVS),2022-23,Fall,82031,4.0,0,16
2022-23Fall82267,CEE 5194,Pruden-Bagchi (CEE),2022-23,Fall,82267,3.63,0,16
2022-23Fall82579,CHE 2164,Ducker (CHE),2022-23,Fall,82579,2.46,1,16
2022-23Fall82839,CHEM 2556,McAlpine (CHEM),2022-23,Fall,82839,3.36,0,24
2022-23Fall82938,CHEM 6564,Santos (CHEM),2022-23,Fall,82938,3.44,0,16
2022-23Fall82947,CHN 1105,Chang (CHN),2022-23,Fall,82947,3.52,0,16
2022-23Fall82951,CHN 2105,Huang (CHN),2022-23,Fall,82951,3.54,0,16
2022-23Fall83071,COMM 1015,McAllister (COMM),2022-23,Fall,83071,3.16,0,16
2022-23Fall83117,COMM 2024,Jenkins (COMM),2022-23,Fall,83117,3.01,0,16
2022-23Fall83413,CS 5525,Jafari (CS),2022-23,Fall,83413,3.46,0,16
2022-23Fall83502,CSES 2564,Sandor (CSES),2022-23,Fall,83502,3.09,1,16
2022-23Fall83555,DASC 3474,Winston (DASC),2022-23,Fall,83555,2.87,0,16
2022-23Fall83680,ECE 4624,Lanzerotti (ECE),2022-23,Fall,83680,3.73,0,16
2022-23Fall83740,ECE 5414,Min (ECE),2022-23,Fall,83740,3.77,0,16
2022-23Fall83754,ECE 5584,Chung (ECE),2022-23,Fall,83754,3.88,0,16
2022-23Fall84363,ECON 5005,Li (ECON),2022-23,Fall,84363,3.27,0,16
2022-23Fall84365,ECON 5124,Kovach (ECON),2022-23,Fall,84365,3.56,0,16
2022-23Fall84688,ENGL 1105,Corwin (ENGL),2022-23,Fall,84688,3.14,2,16
2022-23Fall84690,ENGL 1105,Corwin (ENGL),2022-23,Fall,84690,3.44,2,16
2022-23Fall84714,ENGL 1105,Karagulle (ENGL),2022-23,Fall,84714,3.4,0,16
2022-23Fall84735,ENGL 1105,Allnutt (ENGL),2022-23,Fall,84735,2.67,1,16
2022-23Fall84745,ENGL 1105,Morse (ENGL),2022-23,Fall,84745,3.6,3,16
2022-23Fall84821,ENGL 1105,Bennington (ENGL),2022-23,Fall,84821,3.73,1,16
2022-23Fall84835,ENGL 1106,Bloomer (ENGL),2022-23,Fall,84835,2.9,2,16
2022-23Fall84891,ENGL 2744,Conaway (ENGL),2022-23,Fall,84891,3.69,2,16
2022-23Fall84920,ENGL 3544,Knapp (ENGL),2022-23,Fall,84920,3.75,0,16
2022-23Fall84933,ENGL 3764,Atkinson Webson (ENGL),2022-23,Fall,84933,3.24,3,16
2022-23Fall84960,ENGL 3764,Atkinson Webson (ENGL),2022-23,Fall,84960,3.76,2,16
2022-23Fall85269,FIN 3114,Spicer (FIN),2022-23,Fall,85269,3.21,0,16
2022-23Fall85351,FIW 3514,Frimpong (FIW),2022-23,Fall,85351,3.12,1,16
2022-23Fall85458,FMD 3234,Wilmot (FMD),2022-23,Fall,85458,3.76,1,16
2022-23Fall85826,GEOS 4634,Gill (GEOS),2022-23,Fall,85826,3.7,0,16
2022-23Fall86170,HNFE 4004,Liu (HNFE),2022-23,Fall,86170,3.74,0,16
2022-23Fall86173,HNFE 4004,Drake (HNFE),2022-23,Fall,86173,3.81,0,16
2022-23Fall86190,HNFE 4774,Good (HNFE),2022-23,Fall,86190,3.79,0,16
2022-23Fall86280,HTM 2314,Singal (HTM),2022-23,Fall,86280,2.94,0,16
2022-23Fall86312,HTM 4454,Raad (HTM),2022-23,Fall,86312,3.55,0,16
2022-23Fall86463,IS 3616,Pourchot (IS),2022-23,Fall,86463,3.61,0,16
2022-23Fall86481,IS 4024,Alexander (IS),2022-23,Fall,86481,4.0,0,16
2022-23Fall86542,ISE 3034,Carper (ISE),2022-23,Fall,86542,3.11,0,16
2022-23Fall86617,ISE 5714,Gabbard (ISE),2022-23,Fall,86617,3.92,0,16
2022-23Fall86788,JMC 4114,Woolly (JMC),2022-23,Fall,86788,3.81,0,16
2022-23Fall86901,LDRS 2014,Sunderman (LDRS),2022-23,Fall,86901,3.67,0,16
2022-23Fall87019,MATH 1225,Zhu (MATH),2022-23,Fall,87019,2.83,7,12
2022-23Fall87193,MATH 3124,Hicks (MATH),2022-23,Fall,87193,3.14,0,16
2022-23Fall87232,MATH 4564,Wapperom (MATH),2022-23,Fall,87232,1.46,7,16
2022-23Fall87249,MATH 5424,Miedlar (MATH),2022-23,Fall,87249,3.19,0,16
2022-23Fall87251,MATH 5454,Shimozono (MATH),2022-23,Fall,87251,2.82,1,16
2022-23Fall87354,ME 4974,Clark (ME),2022-23,Fall,87354,3.86,0,20
2022-23Fall87851,MGT 3935,Mallory (MGT),2022-23,Fall,87851,3.7,0,24
2022-23Fall87879,MGT 5314,Becker (MGT),2022-23,Fall,87879,3.75,0,16
2022-23Fall87914,MINE 3674,Karfakis (MINE),2022-23,Fall,87914,2.94,1,16
2022-23Fall88224,MUS 2815,Pace (MUS),2022-23,Fall,88224,4.0,1,24
2022-23Fall88450,NR 1234,Peele (NR),2022-23,Fall,88450,3.24,0,16
2022-23Fall88466,NR 5114,Mahdu (NR),2022-23,Fall,88466,3.69,0,16
2022-23Fall88480,NR 5874,Schnitzer (NR),2022-23,Fall,88480,3.86,0,16
2022-23Fall89204,PPWS 4604,Barney (PPWS),2022-23,Fall,89204,3.84,0,16
2022-23Fall89277,PSCI 2054,Ramnath (PSCI),2022-23,Fall,89277,3.51,0,16
2022-23Fall89365,PSCI 3734,Yildiz Alanbay (PSCI),2022-23,Fall,89365,3.82,0,16
2022-23Fall89511,REAL 2044,Anker-Johnson (REAL),2022-23,Fall,89511,3.86,0,16
2022-23Fall89518,REAL 4076,Clements (REAL),2022-23,Fall,89518,3.86,0,16
2022-23Fall89605,SBIO 2104,Bush (SBIO),2022-23,Fall,89605,2.99,0,16
2022-23Fall89670,SOC 2604,Steinhauer (SOC),2022-23,Fall,89670,3.69,0,16
2022-23Fall89671,SOC 2604,Parrish (SOC),2022-23,Fall,89671,3.11,0,16
2022-23Fall89676,SOC 2604,Davitt (SOC),2022-23,Fall,89676,3.46,0,16
2022-23Fall89742,SPAN 3106,Andrango-Walker (SPAN),2022-23,Fall,89742,3.64,0,16
2022-23Fall89828,STAT 4105,Morgan (STAT),2022-23,Fall,89828,2.5,3,16
2022-23Fall89834,STAT 4584,Du (STAT),2022-23,Fall,89834,3.34,0,16
2022-23Fall90010,TA 2024,Justice (TA),2022-23,Fall,90010,3.56,0,16
2022-23Fall90012,TA 2114,Gammons (TA),2022-23,Fall,90012,3.69,0,16
2022-23Fall90140,UAP 5125,Buehler (UAP),2022-23,Fall,90140,3.94,0,16
2022-23Fall90401,RLCL 3224,Ni (RLCL),2022-23,Fall,90401,2.85,1,16
2022-23Fall90475,APSC 5154,Hekman (APSC),2022-23,Fall,90475,3.4,0,16
2022-23Fall90483,STS 3124,Hester (STS),2022-23,Fall,90483,3.6,0,16
2022-23Fall90503,ENGL 2744,Allnutt (ENGL),2022-23,Fall,90503,3.26,1,16
2022-23Fall90517,GEOS 2104,Duncan (GEOS),2022-23,Fall,90517,3.44,0,16
2022-23Fall90681,ENGL 1105,Awotayo (ENGL),2022-23,Fall,90681,2.83,2,16
2022-23Fall90706,ENGL 1105,Bloomer (ENGL),2022-23,Fall,90706,2.44,3,16
2022-23Fall90734,ESM 5014,Stremler (ESM),2022-23,Fall,90734,3.38,0,16
2022-23Fall90756,CLA 2454,Steer (CLA),2022-23,Fall,90756,3.0,0,16
2022-23Fall90796,BIOL 4484,Entrekin (BIOL),2022-23,Fall,90796,3.3,0,12
2022-23Fall90856,EDCO 5344,Fullen (EDCO),2022-23,Fall,90856,3.94,0,16
2022-23Fall90863,HIST 2394,Schneider (HIST),2022-23,Fall,90863,3.02,0,16
2022-23Fall91045,CINE 3214,Yates (CINE),2022-23,Fall,91045,3.88,0,16
2022-23Fall91093,EDEL 6114,Lowery (EDEL),2022-23,Fall,91093,3.96,0,16
2022-23Fall91155,ISE 5044,Ellis (ISE),2022-23,Fall,91155,3.74,0,16
2022-23Fall91166,ART 1404,Miller (ART),2022-23,Fall,91166,3.69,0,16
2022-23Fall91167,ART 1404,Salisbury (ART),2022-23,Fall,91167,3.58,0,16
2022-23Fall91168,ART 1404,Salisbury (ART),2022-23,Fall,91168,3.86,0,16
2022-23Fall91173,ART 1204,Okumura (ART),2022-23,Fall,91173,3.98,0,16
2022-23Fall91180,ISE 5834,Godfrey (ISE),2022-23,Fall,91180,4.0,0,16
2022-23Fall91231,MKTG 4164,Hillison (MKTG),2022-23,Fall,91231,3.41,0,16
2022-23Fall91248,ART 1214,Salisbury (ART),2022-23,Fall,91248,3.62,0,16
2022-23Fall91498,ART 1404,Jones (ART),2022-23,Fall,91498,3.74,0,16
2022-23Fall91578,FIN 5604,Livingston (FIN),2022-23,Fall,91578,3.64,0,24
2022-23Fall91590,IS 4736,Stivachtis (IS),2022-23,Fall,91590,3.89,0,16
2022-23Fall91741,ART 3854,Duffield (ART),2022-23,Fall,91741,3.49,0,16
2022-23Fall91835,COMM 2034,Robinson (COMM),2022-23,Fall,91835,2.78,2,16
2022-23Fall91889,ENGL 1106,Drapeau (ENGL),2022-23,Fall,91889,3.27,1,16
2022-23Fall91892,ENGL 1106,Oakey (ENGL),2022-23,Fall,91892,3.45,0,16
2022-23Spring10201,ACIS 5014,Barkhi (ACIS),2022-23,Spring,10201,3.49,0,16
2022-23Spring10215,ACIS 5584,Kogan (ACIS),2022-23,Spring,10215,3.73,0,16
2022-23Spring10273,ALCE 3004,Petrie (ALCE),2022-23,Spring,10273,3.69,0,16
2022-23Spring10472,AOE 4634,Szoke (AOE),2022-23,Spring,10472,3.24,0,16
2022-23Spring10778,APSC 4424,Bedore (APSC),2022-23,Spring,10778,3.95,0,12
2022-23Spring10785,APSC 4554,Greiner (APSC),2022-23,Spring,10785,3.79,0,16
2022-23Spring10983,ARCH 3514,Cortes (ARCH),2022-23,Spring,10983,3.91,0,16
2022-23Spring10996,ARCH 4014,Linn (ARCH),2022-23,Spring,10996,3.47,0,6
2022-23Spring11097,ARCH 4706,Bedford (ARCH),2022-23,Spring,11097,3.73,0,16
2022-23Spring11154,ARCH 5516,Ermann (ARCH),2022-23,Spring,11154,3.54,0,8
2022-23Spring11366,AT 564,Martin (AT),2022-23,Spring,11366,2.49,1,24
2022-23Spring11392,BC 2114,Roofigari-Esfahan (BC),2022-23,Spring,11392,3.04,0,16
2022-23Spring11696,BIOL 2614,Lasley (BIOL),2022-23,Spring,11696,3.35,0,24
2022-23Spring11698,BIOL 2614,Lasley (BIOL),2022-23,Spring,11698,3.78,0,24
2022-23Spring11706,BIOL 2614,Lasley (BIOL),2022-23,Spring,11706,3.87,0,24
2022-23Spring11707,BIOL 2614,Lasley (BIOL),2022-23,Spring,11707,3.73,0,24
2022-23Spring11903,BIT 4164,Zhang (BIT),2022-23,Spring,11903,3.84,0,16
2022-23Spring12615,CEM 4445,Lally (CEM),2022-23,Spring,12615,3.52,0,16
2022-23Spring12930,CHEM 2555,McAlpine (CHEM),2022-23,Spring,12930,3.9,1,24
2022-23Spring12957,CHEM 4014,Saarinen (CHEM),2022-23,Spring,12957,3.7,0,48
2022-23Spring12969,CHEM 4634,Esker (CHEM),2022-23,Spring,12969,3.14,0,16
2022-23Spring13243,CONS 4324,Cheng (CONS),2022-23,Spring,13243,3.26,0,16
2022-23Spring13316,CS 2164,Suong (CS),2022-23,Spring,13316,3.96,0,16
2022-23Spring13536,CS 5525,Jafari (CS),2022-23,Spring,13536,3.38,0,16
2022-23Spring13782,ECE 3214,Zhang (ECE),2022-23,Spring,13782,3.15,0,16
2022-23Spring14543,ECON 3024,Tideman (ECON),2022-23,Spring,14543,3.01,1,16
2022-23Spring14574,ECON 5015,Bose (ECON),2022-23,Spring,14574,3.26,0,16
2022-23Spring14656,EDCO 5564,Grimes (EDCO),2022-23,Spring,14656,3.98,0,16
2022-23Spring14719,EDEP 6224,Doolittle (EDEP),2022-23,Spring,14719,4.0,0,16
2022-23Spring14803,EDRE 6504,Hein (EDRE),2022-23,Spring,14803,3.69,0,16
2022-23Spring14806,EDRE 6606,Johnson (EDRE),2022-23,Spring,14806,3.73,0,16
2022-23Spring14875,ENGE 6624,Rodriguez (ENGE),2022-23,Spring,14875,3.82,0,16
2022-23Spring14899,ENGL 1105,Passwater (ENGL),2022-23,Spring,14899,3.81,2,16
2022-23Spring14949,ENGL 1106,Taylor (ENGL),2022-23,Spring,14949,2.94,1,16
2022-23Spring14952,ENGL 1106,Canter (ENGL),2022-23,Spring,14952,3.27,0,16
2022-23Spring14957,ENGL 1106,Bloomer (ENGL),2022-23,Spring,14957,3.42,2,16
2022-23Spring15019,ENGL 1106,Hall (ENGL),2022-23,Spring,15019,3.69,0,16
2022-23Spring15023,ENGL 1106,Wallace (ENGL),2022-23,Spring,15023,3.59,2,16
2022-23Spring15028,ENGL 1106,Cozort (ENGL),2022-23,Spring,15028,3.44,2,16
2022-23Spring15048,ENGL 1106,Brown (ENGL),2022-23,Spring,15048,3.22,3,16
2022-23Spring15049,ENGL 1106,Vaughan (ENGL),2022-23,Spring,15049,3.59,0,16
2022-23Spring15057,ENGL 1106,Allnutt (ENGL),2022-23,Spring,15057,3.5,2,16
2022-23Spring15104,ENGL 2744,Armstrong (ENGL),2022-23,Spring,15104,3.69,0,16
2022-23Spring15125,ENGL 2744,Hodes (ENGL),2022-23,Spring,15125,3.88,0,16
2022-23Spring15221,ENGL 4704,Roy (ENGL),2022-23,Spring,15221,3.66,0,16
2022-23Spring15226,ENGL 4814,Lindgren (ENGL),2022-23,Spring,15226,2.74,1,16
2022-23Spring15283,ENSC 3134,Steele (ENSC),2022-23,Spring,15283,3.52,0,16
2022-23Spring15552,FIN 5654,Billingsley (FIN),2022-23,Spring,15552,3.68,0,24
2022-23Spring15597,FIW 4344,Haas (FIW),2022-23,Spring,15597,3.36,0,12
2022-23Spring15607,FIW 4714,Ferretti (FIW),2022-23,Spring,15607,3.42,0,12
2022-23Spring15691,FMD 2204,Chen-Yu (FMD),2022-23,Spring,15691,2.76,1,16
2022-23Spring15696,FMD 3224,Wilmot (FMD),2022-23,Spring,15696,2.75,0,16
2022-23Spring15926,GEOG 2784,Scales (GEOG),2022-23,Spring,15926,3.73,1,16
2022-23Spring16055,GEOS 4624,Johnson (GEOS),2022-23,Spring,16055,2.83,0,16
2022-23Spring16379,HNFE 2314,Hankey (HNFE),2022-23,Spring,16379,3.44,0,16
2022-23Spring16397,HNFE 3224,Cox (HNFE),2022-23,Spring,16397,4.0,0,16
2022-23Spring16404,HNFE 4004,Craige (HNFE),2022-23,Spring,16404,4.0,0,16
2022-23Spring16424,HNFE 5126,Hedrick (HNFE),2022-23,Spring,16424,3.9,0,16
2022-23Spring16495,HTM 3414,Bratton (HTM),2022-23,Spring,16495,3.93,0,12
2022-23Spring16496,HTM 3414,Bratton (HTM),2022-23,Spring,16496,3.81,0,12
2022-23Spring16618,IS 2064,Gignoux (IS),2022-23,Spring,16618,3.66,0,16
2022-23Spring16629,IS 3034,Stiles (IS),2022-23,Spring,16629,3.69,0,16
2022-23Spring16778,ISE 5644,Patrick (ISE),2022-23,Spring,16778,3.94,0,16
2022-23Spring16958,JPN 1106,Simmerman (JPN),2022-23,Spring,16958,3.17,0,16
2022-23Spring16965,JPN 2106,Simmerman (JPN),2022-23,Spring,16965,3.79,0,16
2022-23Spring17221,MATH 1226,Cvitanov (MATH),2022-23,Spring,17221,2.03,2,12
2022-23Spring17339,MATH 2534,Truman (MATH),2022-23,Spring,17339,1.99,6,16
2022-23Spring17567,ME 5714,Wicks (ME),2022-23,Spring,17567,3.44,0,16
2022-23Spring17959,MGT 5324,Becker (MGT),2022-23,Spring,17959,3.87,0,16
2022-23Spring17961,MGT 5614,Hodge (MGT),2022-23,Spring,17961,3.63,0,24
2022-23Spring17966,MGT 5854,Crawford-Mathis (MGT),2022-23,Spring,17966,3.61,0,24
2022-23Spring17985,MINE 2544,Noble (MINE),2022-23,Spring,17985,3.43,0,24
2022-23Spring18483,NEUR 3034,Phillips (NEUR),2022-23,Spring,18483,4.0,0,24
2022-23Spring18555,NR 5114,Mahdu (NR),2022-23,Spring,18555,3.86,0,16
2022-23Spring18568,NR 5814,Rabinovitch (NR),2022-23,Spring,18568,3.66,0,16
2022-23Spring18947,PHYS 2305,Nelson (PHYS),2022-23,Spring,18947,3.3,1,12
2022-23Spring19308,PR 5534,Woods (PR),2022-23,Spring,19308,3.96,0,16
2022-23Spring19336,PSCI 2064,Gignoux (PSCI),2022-23,Spring,19336,3.2,0,16
2022-23Spring19391,PSCI 3634,Apodaca (PSCI),2022-23,Spring,19391,3.03,1,16
2022-23Spring19740,SOC 3314,Wimberley (SOC),2022-23,Spring,19740,2.69,0,16
2022-23Spring19777,SPAN 1106,Hernandez Melendez (SPAN),2022-23,Spring,19777,1.61,0,16
2022-23Spring19792,SPAN 3105,Sobrado (SPAN),2022-23,Spring,19792,3.92,0,16
2022-23Spring19803,SPAN 3304,Hesp (SPAN),2022-23,Spring,19803,3.55,0,16
2022-23Spring19804,SPAN 3304,Hesp (SPAN),2022-23,Spring,19804,3.71,1,16
2022-23Spring19842,SPIA 2314,Hankey (SPIA),2022-23,Spring,19842,3.71,1,16
2022-23Spring20080,TA 2174,Holland (TA),2022-23,Spring,20080,3.51,0,16
2022-23Spring20437,WATR 3104,McGuire (WATR),2022-23,Spring,20437,3.22,0,16
2022-23Spring20466,CS 5560,Lou (CS),2022-23,Spring,20466,3.67,0,16
2022-23Spring20483,ENGL 3134,Farrington (ENGL),2022-23,Spring,20483,3.23,1,16
2022-23Spring20556,ENGL 1106,Drapeau (ENGL),2022-23,Spring,20556,3.73,3,16
2022-23Spring20600,ART 1404,Miller (ART),2022-23,Spring,20600,3.64,1,16
2022-23Spring20607,ART 1214,Salisbury (ART),2022-23,Spring,20607,3.9,0,16
2022-23Spring20644,ACIS 5614,Bhattacharjee (ACIS),2022-23,Spring,20644,3.71,0,24
2022-23Spring20645,BIT 5664,Hoopes (BIT),2022-23,Spring,20645,3.8,0,24
2022-23Spring20663,ART 1504,Hand (ART),2022-23,Spring,20663,3.86,0,16
2022-23Spring20682,ART 1204,Okumura (ART),2022-23,Spring,20682,3.9,0,16
2022-23Spring20692,ART 2565,Paine (ART),2022-23,Spring,20692,3.82,1,16
2022-23Spring20738,STS 4304,Heflin (STS),2022-23,Spring,20738,3.94,0,16
2022-23Spring20784,EDCO 5554,Westcott (EDCO),2022-23,Spring,20784,4.0,0,16
2022-23Spring20792,EDCI 5524,Mukuni (EDCI),2022-23,Spring,20792,3.86,0,16
2022-23Spring20843,JPN 4104,Kumazawa (JPN),2022-23,Spring,20843,3.63,0,16
2022-23Spring20846,MSE 5124,Pickrell (MSE),2022-23,Spring,20846,3.96,0,16
2022-23Spring20853,HD 3144,Williams (HD),2022-23,Spring,20853,4.0,0,16
2022-23Spring20942,EDCI 5204,Allen (EDCI),2022-23,Spring,20942,4.0,0,16
2022-23Spring20971,RLCL 2004,Patel (RLCL),2022-23,Spring,20971,3.69,1,16
2022-23Spring21049,ART 1204,Okumura (ART),2022-23,Spring,21049,3.98,0,16
2022-23Spring21060,ISE 5844,Hosseinichimeh (ISE),2022-23,Spring,21060,3.63,0,16
2022-23Spring21120,SOC 3404,Bell (SOC),2022-23,Spring,21120,3.61,0,16
2022-23Spring21128,SOC 4014,Williams (SOC),2022-23,Spring,21128,3.58,1,16
2022-23Spring21247,SPAN 3304,Hesp (SPAN),2022-23,Spring,21247,3.65,0,16
2022-23Spring21263,TA 2024,Hall (TA),2022-23,Spring,21263,3.88,0,16
2022-23Spring21264,TA 2024,Hall (TA),2022-23,Spring,21264,3.46,0,16
2022-23Spring21302,WGS 2264,Dhillon-Jamerson (WGS),2022-23,Spring,21302,3.61,1,16
2022-23Spring21373,ENT 6164,Gross (ENT),2022-23,Spring,21373,3.48,0,12
2022-23Spring21685,ENGL 4784,Knapp (ENGL),2022-23,Spring,21685,3.31,0,16
2022-23Spring21715,CS 6804,Thomas (CS),2022-23,Spring,21715,3.9,0,16
2022-23Spring21736,NEUR 3774,Cline (NEUR),2022-23,Spring,21736,3.38,1,16
2022-23Spring21879,STS 2054,Mandel (STS),2022-23,Spring,21879,3.77,0,16
2022-23Spring21884,MGT 2984,Haines (MGT),2022-23,Spring,21884,4.0,0,16
2022-23Spring21978,AT 984,Jeter (AT),2022-23,Spring,21978,3.53,0,24
2022-23Spring22027,CS 5594,Hoang (CS),2022-23,Spring,22027,3.74,0,16
2022-23Spring22069,MINE 4984,Bishop (MINE),2022-23,Spring,22069,3.6,0,16
2022-23Spring22071,FMD 4984,Scalzi (FMD),2022-23,Spring,22071,3.28,0,16
2022-23Spring22078,FST 5984,Lahne (FST),2022-23,Spring,22078,4.0,0,16
2022-23Spring22694,HTM 5454,Hood (HTM),2022-23,Spring,22694,3.96,0,16
2022-23Spring22743,ENGL 1105,Scallorns (ENGL),2022-23,Spring,22743,2.73,1,16
2022-23Spring22767,HNFE 2984,Wogenrich (HNFE),2022-23,Spring,22767,3.78,0,48
2018-19Fall81572,BMSP 2145,Gillian (BMSP),2018-19,Fall,81572,2.69,9,49
2018-19Fall87452,PHYS 2325,Simonetti (PHYS),2018-19,Fall,87452,3.89,0,49
2018-19Fall87453,PHYS 2325,Robinson (PHYS),2018-19,Fall,87453,3.94,0,49
2018-19Spring10724,ARCH 4016,Ruiz Geli (ARCH),2018-19,Spring,10724,3.23,0,7
2018-19Spring17586,PHYS 2326,Robinson (PHYS),2018-19,Spring,17586,3.83,0,49
2019-20Fall82577,COMM 1004,Stinson (COMM),2019-20,Fall,82577,3.3,1,49
2019-20Fall83073,ECE 2074,Han (ECE),2019-20,Fall,83073,2.04,1,49
2019-20Spring15658,HNFE 4974,Anderson (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Cox (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Duncan Lane (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Edwards (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Goforth (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Good (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Gustafson (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Hedrick (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Ju (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Nelson (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Papillon (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Williams (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Worrell (HNFE),2019-20,Spring,15658,4.0,0,25
2019-20Spring15658,HNFE 4974,Zabinsky (HNFE),2019-20,Spring,15658,4.0,0,25
2020-21Fall81824,BMSP 2145,Gillian (BMSP),2020-21,Fall,81824,3.07,0,49
2020-21Spring10934,ARCH 4016,Schnoedt (ARCH),2020-21,Spring,10934,3.29,0,7
2020-21Spring12448,CHE 4974,Karim (CHE),2020-21,Spring,12448,4.0,0,17
2020-21Spring12448,CHE 4974,Kiran (CHE),2020-21,Spring,12448,4.0,0,17
2020-21Spring12448,CHE 4974,Liu (CHE),2020-21,Spring,12448,4.0,0,17
2020-21Spring12448,CHE 4974,Whiting (CHE),2020-21,Spring,12448,4.0,0,17
2021-22Fall92433,ARCH 4964,Wheeler (ARCH),2021-22,Fall,92433,4.0,0,7
2022-23Fall91912,HD 1984,Ballard (HD),2022-23,Fall,91912,3.45,0,49
