instructor_id,last_name,dept,gpa,enrollment,withdraw,past_classes,new_classes
Griffin (SPAN),Griffin,SPAN,3.36,18.25,0.25,4,0
Grimes (EDCO),Grimes,EDCO,3.91,14.17,0.0,12,0
Grimes (GRAD),Grimes,GRAD,3.94,17.33,0.0,3,0
Grisso (BSE),Grisso,BSE,3.92,32.25,0.0,8,0
Groen (ENGE),Groen,ENGE,3.83,7.0,0.0,1,0
Grohs (ENGE),Grohs,ENGE,3.94,27.5,0.0,8,0
Grohs (UH),Grohs,UH,3.96,5.33,0.0,3,0
Gross (ENT),Gross,ENT,3.48,11.67,0.0,6,2
Grossmann (AOE),Grossmann,AOE,3.77,30.33,0.67,3,0
Grove (CHEM),Grove,CHEM,2.83,12.33,0.67,3,0
Grove (NANO),Grove,NANO,3.47,59.0,1.0,1,0
Grow (IS),Grow,IS,3.59,9.0,0.0,1,0
Grow (PSCI),Grow,PSCI,3.67,28.67,0.67,3,0
Grow (UAP),Grow,UAP,3.77,23.0,0.0,1,0
Gu (ECON),Gu,ECON,3.11,44.0,0.0,3,0
Gu (EDRE),Gu,EDRE,3.89,9.71,0.0,7,0
Guan (HD),Guan,HD,2.94,35.0,0.0,1,0
Guan (PSYC),Guan,PSYC,3.94,19.0,0.0,1,0
Gudmestad (FL),Gudmestad,FL,3.93,6.5,0.0,2,0
Gudmestad (SPAN),Gudmestad,SPAN,3.66,17.12,0.12,8,0
Gueye (FR),Gueye,FR,3.58,15.86,0.36,14,1
Gugercin (CMDA),Gugercin,CMDA,2.96,40.17,1.33,6,0
Gugercin (MATH),Gugercin,MATH,3.76,20.83,0.5,6,0
Guido (ECE),Guido,ECE,3.57,53.67,0.5,6,0
Guido (MSE),Guido,MSE,4.0,5.0,0.0,1,0
Gulseven (PSYC),Gulseven,PSYC,3.36,18.5,0.0,2,1
Gulzar (CS),Gulzar,CS,3.47,48.0,3.5,6,1
Gumbert (HIST),Gumbert,HIST,2.99,20.15,0.77,13,0
Guo (MATH),Guo,MATH,2.24,35.0,6.0,2,0
Guo (STAT),Guo,STAT,3.56,23.58,0.5,12,0
Gupta (AAEC),Gupta,AAEC,3.39,17.2,0.8,5,0
Gupta (HD),Gupta,HD,3.42,46.0,2.0,1,0
Gupta (MKTG),Gupta,MKTG,3.8,53.0,0.0,2,0
Gustafson (ALS),Gustafson,ALS,4.0,21.0,0.0,1,0
Gustafson (HNFE),Gustafson,HNFE,3.96,19.7,0.0,33,0
Gusukuma (CS),Gusukuma,CS,3.35,59.36,2.09,11,0
Guthrie (AT),Guthrie,AT,2.95,23.45,0.05,38,0
Guy (EDEL),Guy,EDEL,4.0,10.0,0.0,2,0
Guzi (PAPA),Guzi,PAPA,3.8,5.67,0.0,3,1
Guzi (SPIA),Guzi,SPIA,3.86,7.5,0.0,2,0
Gwaltney (AT),Gwaltney,AT,2.6,22.69,0.14,36,3
Gwilliam (HNFE),Gwilliam,HNFE,4.0,20.0,0.0,1,0
Ha (ECE),Ha,ECE,3.2,34.5,1.83,18,0
Ha (LAR),Ha,LAR,3.52,11.75,0.0,4,4
Haak (SPES),Haak,SPES,4.0,8.0,0.0,1,0
Haas (BC),Haas,BC,3.37,30.1,0.0,10,0
Haas (FIW),Haas,FIW,3.7,12.38,0.0,8,3
Habibnia (CMDA),Habibnia,CMDA,3.48,11.0,1.33,3,1
Habibnia (ECON),Habibnia,ECON,3.44,10.56,0.11,9,2
Hadidian (NR),Hadidian,NR,3.89,11.67,0.0,3,0
Haenschen (CMST),Haenschen,CMST,3.86,7.0,0.0,1,0
Haenschen (COMM),Haenschen,COMM,3.42,35.5,0.25,4,0
Hagen (MATH),Hagen,MATH,2.78,22.92,0.92,25,0
Haghighat (NSEG),Haghighat,NSEG,3.78,7.0,0.0,4,4
Haija (CRIM),Haija,CRIM,3.78,50.2,0.4,5,1
Haija (PSYC),Haija,PSYC,4.0,7.0,0.0,1,0
Haija (SOC),Haija,SOC,3.67,59.78,0.44,9,0
Haines (EDHE),Haines,EDHE,3.94,12.0,0.0,2,0
Haines (ENGE),Haines,ENGE,3.69,12.0,0.0,3,0
Haines (IDS),Haines,IDS,4.0,6.0,0.0,1,0
Haines (MGT),Haines,MGT,3.33,72.22,0.72,18,0
Haines (SOC),Haines,SOC,3.21,57.0,0.0,1,0
Haines (UH),Haines,UH,3.71,6.33,0.0,3,0
Hale (ACIS),Hale,ACIS,3.24,28.75,2.0,4,0
Haley (ENGE),Haley,ENGE,4.0,20.0,0.0,1,0
Haley (IDS),Haley,IDS,3.8,27.2,0.0,5,0
Haley (MGT),Haley,MGT,4.0,11.0,0.0,1,0
Halfon (STS),Halfon,STS,3.54,9.67,0.17,6,3
Hall (BIT),Hall,BIT,3.78,19.0,0.0,2,0
Hall (BMES),Hall,BMES,3.74,9.8,0.2,5,0
Hall (BSE),Hall,BSE,3.59,21.0,0.0,1,0
Hall (ENGL),Hall,ENGL,3.44,17.81,0.5,16,2
Hall (GEOG),Hall,GEOG,3.92,11.0,0.0,1,0
Hall (SPIA),Hall,SPIA,3.61,65.0,1.0,1,0
Hall (TA),Hall,TA,3.63,12.2,0.2,5,3
Hall (UAP),Hall,UAP,3.76,23.61,0.17,18,3
Haller (ECON),Haller,ECON,3.55,12.8,0.2,5,1
Hallerman (FIW),Hallerman,FIW,3.42,20.67,0.22,9,0
Hallerman (HEB),Hallerman,HEB,3.85,6.0,0.0,1,0
Halpin (AFST),Halpin,AFST,3.33,31.75,0.25,4,1
Halpin (CRIM),Halpin,CRIM,3.49,40.0,2.0,1,0
Halpin (HIST),Halpin,HIST,3.45,18.6,0.1,10,2
Hamed (FIW),Hamed,FIW,3.51,38.79,0.7,33,5
Hamilton (ACIS),Hamilton,ACIS,2.92,46.0,4.5,2,1
Hamilton (FST),Hamilton,FST,3.9,10.0,0.0,1,0
Hammer (ART),Hammer,ART,3.86,18.0,0.0,1,0
Hammer (MATH),Hammer,MATH,2.82,29.35,2.42,43,4
Hammett (FREC),Hammett,FREC,3.44,23.25,0.0,4,0
Hammett (SBIO),Hammett,SBIO,3.24,19.83,0.42,12,1
Hamming (AAD),Hamming,AAD,3.8,62.5,0.0,2,2
Hamming (ART),Hamming,ART,3.58,16.67,0.33,3,0
Hamming (CAUS),Hamming,CAUS,3.88,48.0,0.0,1,0
Hamming (HIST),Hamming,HIST,3.94,18.0,0.0,1,0
Hamouda (CS),Hamouda,CS,3.73,64.11,0.89,9,2
Han (ECE),Han,ECE,3.01,33.15,1.03,33,2
Han (MKTG),Han,MKTG,3.62,18.0,0.0,1,0
Hancock (AHRM),Hancock,AHRM,3.63,33.5,0.0,4,0
Hancock (CEE),Hancock,CEE,3.63,27.77,0.15,13,1
Hancock-Parmer (HIST),Hancock-Parmer,HIST,3.38,54.6,1.2,10,1
Hand (ART),Hand,ART,3.66,18.88,0.12,33,3
Hanenberg (MUS),Hanenberg,MUS,3.16,27.16,0.2,25,0
Hanenberg (PSYC),Hanenberg,PSYC,4.0,5.0,0.0,1,0
Hanigan (ALS),Hanigan,ALS,4.0,6.0,0.0,1,0
Hanigan (DASC),Hanigan,DASC,3.36,7.0,0.0,1,0
Hankey (HNFE),Hankey,HNFE,3.62,14.0,0.0,2,1
Hankey (SPIA),Hankey,SPIA,3.81,14.0,0.33,3,1
Hankey (UAP),Hankey,UAP,3.72,39.25,0.25,16,0
Hankinson (PSCI),Hankinson,PSCI,3.2,73.17,0.92,12,2
Hanks (ALCE),Hanks,ALCE,3.78,21.0,0.0,1,0
Hanling (DASC),Hanling,DASC,3.07,29.0,1.0,1,0
Hanlon (STAT),Hanlon,STAT,3.8,5.0,0.0,1,1
Hanna (ESM),Hanna,ESM,3.24,10.5,0.5,2,0
Hanratty (IS),Hanratty,IS,3.52,25.9,1.2,10,1
Hanratty (PSCI),Hanratty,PSCI,3.48,30.2,0.4,10,1
Hansen (ENGL),Hansen,ENGL,3.51,19.57,0.29,7,0
Hansen (PPWS),Hansen,PPWS,3.67,6.67,0.0,3,0
Hanzly (BSE),Hanzly,BSE,3.57,19.0,0.0,1,0
Haqq (CS),Haqq,CS,3.16,147.5,4.75,8,0
Harden (HNFE),Harden,HNFE,3.92,7.0,0.0,3,1
Harding (ACIS),Harding,ACIS,3.37,24.6,0.67,15,3
Harding (AOE),Harding,AOE,2.57,20.0,2.0,1,0
Hardwig (DANC),Hardwig,DANC,3.78,18.83,0.25,12,2
Hardwig (HNFE),Hardwig,HNFE,3.73,8.0,0.0,3,0
Hardwig (TA),Hardwig,TA,3.78,14.33,0.0,3,0
Hardy (BMES),Hardy,BMES,3.94,6.5,0.0,2,1
Hardy (ME),Hardy,ME,3.14,61.2,0.6,5,1
Hargrave (ENGL),Hargrave,ENGL,3.44,15.0,2.0,2,0
Hari (ECON),Hari,ECON,3.36,7.33,0.67,3,0
Harjung (ENGL),Harjung,ENGL,3.56,18.0,0.0,4,0
Harmon (ENGR),Harmon,ENGR,3.8,5.0,0.0,1,0
Harmon (ISE),Harmon,ISE,3.72,8.8,0.0,10,0
Harrell (LAR),Harrell,LAR,2.75,17.0,0.0,1,0
Harris (ECE),Harris,ECE,3.44,36.0,0.0,1,1
Harris (FIN),Harris,FIN,2.87,38.0,1.0,3,0
Harris (IS),Harris,IS,3.08,23.25,1.0,4,1
Harris (LDRS),Harris,LDRS,3.71,16.0,0.0,1,0
Harris (PSCI),Harris,PSCI,2.8,13.5,0.5,2,1
Harris (TA),Harris,TA,3.99,19.0,0.0,6,0
Harrison (AFST),Harrison,AFST,3.87,14.33,0.33,6,0
Harrison (CS),Harrison,CS,3.58,33.0,0.4,10,0
Harrison (GRAD),Harrison,GRAD,4.0,17.0,0.0,1,0
Harrison (PSYC),Harrison,PSYC,3.65,18.82,0.09,11,1
Harrison (SOC),Harrison,SOC,3.75,29.92,0.08,12,1
Harrison (UH),Harrison,UH,4.0,30.0,0.0,2,1
Hart (FIN),Hart,FIN,2.71,27.98,4.9,41,4
Hart (MATH),Hart,MATH,3.16,34.41,0.74,34,4
Hart (PHYS),Hart,PHYS,3.41,94.0,1.0,1,0
Harvey (HIST),Harvey,HIST,3.8,13.0,0.0,1,0
Harvill (ENGL),Harvill,ENGL,3.97,63.12,0.44,16,0
Harvill (HNFE),Harvill,HNFE,4.0,12.0,0.0,1,0
Harvill (PHYS),Harvill,PHYS,3.41,94.0,1.0,1,0
Harwood (MINE),Harwood,MINE,3.79,30.0,0.0,7,1
Hasan (CS),Hasan,CS,3.57,25.2,0.2,5,0
Hasan (ECE),Hasan,ECE,3.28,12.0,0.0,1,0
Hasanyan (MATH),Hasanyan,MATH,2.61,25.0,10.0,1,0
Hasbun (ENGE),Hasbun,ENGE,3.61,33.5,0.0,2,0
Hashemi (STAT),Hashemi,STAT,2.78,85.0,2.5,2,0
Hashemian (ISE),Hashemian,ISE,3.55,113.5,0.0,2,0
Haskell (MATH),Haskell,MATH,3.33,11.35,0.18,17,2
Haskins Lisle (ISE),Haskins Lisle,ISE,3.8,88.0,0.0,1,0
Hassan (CS),Hassan,CS,3.82,44.0,2.5,2,0
Hassler (CHE),Hassler,CHE,2.45,17.0,2.0,1,0
Hatfield (MGT),Hatfield,MGT,3.78,17.42,0.0,24,1
Hauck (CMDA),Hauck,CMDA,2.96,37.0,1.0,1,0
Hauck (CS),Hauck,CS,3.52,20.0,1.0,1,0
Hauck (STAT),Hauck,STAT,2.94,5.0,0.0,1,0
Hauenstein (PSYC),Hauenstein,PSYC,3.52,32.0,0.57,14,2
Hauf (BIOL),Hauf,BIOL,3.3,104.43,2.14,7,0
Hauf (BMSP),Hauf,BMSP,4.0,7.0,0.0,2,0
Haugen (AINS),Haugen,AINS,3.7,11.0,0.0,1,0
Haugen (ALCE),Haugen,ALCE,3.72,27.0,0.0,1,0
Hauk (ENGL),Hauk,ENGL,3.52,16.5,2.0,2,0
Hauk (PSYC),Hauk,PSYC,4.0,8.0,0.0,1,0
Hauptman (ARCH),Hauptman,ARCH,3.97,14.67,0.33,3,0
Hauptman (IDS),Hauptman,IDS,3.69,28.5,0.61,18,1
Hauser (FIN),Hauser,FIN,3.01,39.33,0.17,6,0
Hawdon (CRIM),Hawdon,CRIM,3.81,17.67,0.0,3,0
Hawdon (SOC),Hawdon,SOC,3.26,50.0,2.33,6,1
Hawley (BIOL),Hawley,BIOL,3.57,14.53,0.11,19,4
Hawthorne (EDHE),Hawthorne,EDHE,4.0,10.0,0.0,1,0
Hay (APSC),Hay,APSC,3.96,24.0,0.0,1,0
Hay (CS),Hay,CS,3.89,33.0,0.0,1,0
Hays (LAR),Hays,LAR,3.4,5.0,0.0,1,0
He (AAEC),He,AAEC,3.58,33.0,0.0,2,1
He (ARCH),He,ARCH,3.43,16.0,0.14,7,0
He (ART),He,ART,3.61,7.0,0.0,1,0
He (BMVS),He,BMVS,4.0,5.33,0.0,3,0
He (CEE),He,CEE,3.5,26.5,0.25,4,0
Head (ART),Head,ART,3.74,11.28,0.11,18,4
Headley (ECE),Headley,ECE,4.0,5.0,0.0,1,0
Heaslip (CEE),Heaslip,CEE,3.87,20.75,0.0,8,0
Heath (CS),Heath,CS,3.52,28.93,1.43,14,2
Heatherington Tilka (TA),Heatherington Tilka,TA,3.76,5.0,0.0,7,0
Heaton (HIST),Heaton,HIST,3.93,8.22,0.0,9,2
Heavers (LAR),Heavers,LAR,3.32,13.23,0.08,13,0
Hebdon (CEE),Hebdon,CEE,3.48,21.62,0.0,8,0
Hebdon (GRAD),Hebdon,GRAD,4.0,41.0,0.0,1,0
Hedin (BIOL),Hedin,BIOL,2.5,88.0,4.0,1,0
Hedrick (HNFE),Hedrick,HNFE,3.82,21.23,0.0,22,2
Heflin (STS),Heflin,STS,3.94,17.5,0.0,22,2
Hefny (HTM),Hefny,HTM,3.46,34.0,0.0,2,0
Heiderscheit (APSC),Heiderscheit,APSC,3.51,25.62,0.0,8,2
Heidt (UAP),Heidt,UAP,3.9,53.0,1.0,1,0
Heilker (GEOG),Heilker,GEOG,3.57,28.0,1.0,1,0
Heilker (PSYC),Heilker,PSYC,4.0,8.0,0.0,1,0
Heilker (UH),Heilker,UH,3.98,21.59,0.0,22,16
Hein (EDRE),Hein,EDRE,3.63,10.74,0.0,19,2
Hein (HD),Hein,HD,3.56,44.67,0.33,3,0
Heitzman-Breen (MATH),Heitzman-Breen,MATH,2.7,15.5,2.0,2,0
Hekman (APSC),Hekman,APSC,3.66,17.75,0.0,4,1
Helfer (UAP),Helfer,UAP,4.0,13.0,0.0,1,0
Helm (APSC),Helm,APSC,3.27,49.94,0.59,17,2
Helm (BCHM),Helm,BCHM,3.35,82.71,3.43,7,1
Heminger (PPWS),Heminger,PPWS,3.68,24.0,0.0,1,0
Hemmer (ENGL),Hemmer,ENGL,3.02,18.25,0.5,8,4
Hempel (BCHM),Hempel,BCHM,3.55,179.0,2.0,1,0
Henderson (HTM),Henderson,HTM,3.69,12.5,0.0,6,1
Hendrickson (HD),Hendrickson,HD,4.0,12.67,0.0,3,0
Hennen (APS),Hennen,APS,3.73,25.8,0.0,5,0
Hennen (BIOL),Hennen,BIOL,3.04,16.33,1.0,3,0
Hennen (ENT),Hennen,ENT,3.49,6.25,0.0,4,0
Hennen (HIST),Hennen,HIST,3.77,30.0,0.0,3,0
Hennen (HUM),Hennen,HUM,3.72,9.25,0.0,4,0
Herd (PSYC),Herd,PSYC,3.21,40.0,1.0,1,0
Herdegen (HIST),Herdegen,HIST,3.91,18.0,0.0,1,1
Herdegen (STS),Herdegen,STS,3.0,6.0,0.0,1,1
Heremans (PHYS),Heremans,PHYS,3.87,16.0,0.05,20,1
Herling (SOC),Herling,SOC,3.05,49.0,0.0,1,0
Herling (WGS),Herling,WGS,3.29,40.0,0.0,1,0
Herman (MN),Herman,MN,3.8,19.0,0.0,4,0
Hernandez (GEOG),Hernandez,GEOG,3.57,28.0,1.0,1,0
Hernandez (PSYC),Hernandez,PSYC,3.8,31.47,0.27,15,2
Hernandez (SPAN),Hernandez,SPAN,2.97,15.5,0.0,2,0
Hernandez Melendez (SPAN),Hernandez Melendez,SPAN,1.61,16.0,0.0,1,2
Herr (MKTG),Herr,MKTG,2.84,43.25,0.88,8,3
Herrera (ECE),Herrera,ECE,3.35,84.0,4.0,1,0
Hersch (ECON),Hersch,ECON,3.09,8.0,0.0,2,0
Hersch (PHIL),Hersch,PHIL,3.49,19.6,0.07,15,0
Hersch (PPE),Hersch,PPE,3.52,21.0,0.0,2,0
Hersch (PSCI),Hersch,PSCI,3.55,8.0,0.25,4,0
Hertweck (MGT),Hertweck,MGT,2.82,50.57,1.57,7,0
Hesp (SPAN),Hesp,SPAN,3.66,17.78,0.08,37,3
Hession (BSE),Hession,BSE,3.82,21.06,0.0,18,1
Hessler (HORT),Hessler,HORT,3.66,8.89,0.0,9,0
Hester (CEE),Hester,CEE,3.42,14.11,0.0,9,0
Hester (STS),Hester,STS,3.6,20.7,0.2,10,2
Hetrick (MN),Hetrick,MN,3.74,26.4,0.4,5,0
Hewett (CMDA),Hewett,CMDA,2.93,36.29,2.57,7,0
Hey (AINS),Hey,AINS,3.87,31.48,0.52,23,2
Hickman (PSYC),Hickman,PSYC,3.68,41.33,0.0,3,1
Hickok (PAPA),Hickok,PAPA,4.0,9.0,0.0,1,0
Hicks (CS),Hicks,CS,3.66,38.91,0.55,11,2
Hicks (ECE),Hicks,ECE,3.95,9.67,0.0,3,0
Hicks (EDCI),Hicks,EDCI,3.93,9.9,0.0,10,5
Hicks (MATH),Hicks,MATH,3.38,21.25,0.75,4,0
Hicok (ENGL),Hicok,ENGL,3.38,16.0,0.25,8,0
Higdon (STAT),Higdon,STAT,3.89,9.25,0.0,4,0
Higgins (AFST),Higgins,AFST,3.2,21.0,2.0,1,0
Higgins (HIST),Higgins,HIST,3.33,21.67,0.67,3,0
Hilal (CS),Hilal,CS,2.94,26.25,0.75,4,0
Hilal (ECE),Hilal,ECE,2.43,19.5,1.0,4,0
Hildebrand (ISE),Hildebrand,ISE,3.46,38.5,0.12,8,1
Hill (EDCI),Hill,EDCI,3.93,13.0,0.33,3,0
Hill (HIST),Hill,HIST,3.32,67.5,4.5,2,0
Hill (LAR),Hill,LAR,3.66,13.5,0.0,2,0
Hill (MSE),Hill,MSE,3.63,34.6,0.0,5,2
Hiller (BIT),Hiller,BIT,3.53,53.67,0.0,3,0
Hiller (FIN),Hiller,FIN,3.29,30.8,0.8,5,0
Hillison (ACIS),Hillison,ACIS,3.12,30.33,0.2,15,0
Hillison (MKTG),Hillison,MKTG,3.57,37.7,0.1,20,4
Hillman (CS),Hillman,CS,2.71,68.2,10.4,5,3
Himes (CEE),Himes,CEE,3.96,19.5,0.0,4,2
Hin (ME),Hin,ME,3.32,61.0,1.0,1,0
Hin (MSE),Hin,MSE,3.29,11.17,0.17,6,2
Hin (NSEG),Hin,NSEG,4.0,9.33,0.0,6,2
Hindman (SBIO),Hindman,SBIO,3.39,18.46,0.04,24,4
Hirji (PHIL),Hirji,PHIL,3.58,22.67,0.13,15,0
Hirji (PHYS),Hirji,PHYS,3.41,94.0,1.0,1,0
Hirsh (HIST),Hirsh,HIST,3.0,17.08,1.15,13,1
Hirsh (STS),Hirsh,STS,2.86,13.25,0.5,4,0
Hite (BCHM),Hite,BCHM,3.5,31.47,0.47,17,5
Hite (BMES),Hite,BMES,3.97,26.0,0.0,1,0
Hoagland (CEE),Hoagland,CEE,2.84,29.0,0.0,1,0
Hoang (CS),Hoang,CS,3.61,22.0,0.67,6,1
Hobin (ENGL),Hobin,ENGL,3.58,18.95,0.24,41,4
Hodes (ENGL),Hodes,ENGL,3.88,16.0,0.0,1,0
Hodes (NEUR),Hodes,NEUR,3.8,36.5,0.0,12,2
Hodes (PSYC),Hodes,PSYC,3.97,13.5,0.0,2,0
Hodge (MGT),Hodge,MGT,3.48,20.36,0.09,11,1
Hodges (CSES),Hodges,CSES,3.2,20.75,0.0,4,0
Hodges (ENGE),Hodges,ENGE,3.63,32.2,0.2,5,0
Hodges (ENGL),Hodges,ENGL,3.24,16.0,0.07,15,0
Hodges (ENSC),Hodges,ENSC,3.08,12.0,0.0,1,0
Hodges (IS),Hodges,IS,3.97,21.93,0.0,14,4
Hodges (PSCI),Hodges,PSCI,3.94,19.79,0.07,14,4
Hoek (PHIL),Hoek,PHIL,3.5,17.79,0.47,19,1
Hoek (PSYC),Hoek,PSYC,4.0,7.0,0.0,1,0
Hoeschele (STAT),Hoeschele,STAT,3.73,36.0,0.0,3,0
Hofer (GER),Hofer,GER,3.46,16.08,0.08,12,2
Hoffman (PSYC),Hoffman,PSYC,3.66,99.09,3.05,22,3
Hogan (BIOL),Hogan,BIOL,2.98,157.78,4.11,9,1
Hogan (FIN),Hogan,FIN,2.54,50.5,3.25,4,0
Holbrook (GEOG),Holbrook,GEOG,2.87,31.0,0.0,1,0
Holbrook (GEOS),Holbrook,GEOS,3.1,88.5,3.0,2,3
Holbrook (GRAD),Holbrook,GRAD,4.0,41.0,0.0,1,0
Holder (AT),Holder,AT,3.49,31.57,0.0,7,2
Hole (GEOS),Hole,GEOS,2.89,17.25,0.42,48,1
Holland (TA),Holland,TA,3.7,8.43,0.0,7,2
Holliday (FREC),Holliday,FREC,3.98,7.0,0.0,3,2
Holmes (AAEC),Holmes,AAEC,2.74,38.2,2.0,5,1
Holmes (EDIT),Holmes,EDIT,4.0,6.57,0.0,7,3
Holness (AFST),Holness,AFST,3.48,24.17,0.33,6,0
Holness (HIST),Holness,HIST,3.59,17.6,0.2,10,0
Holt (AAEC),Holt,AAEC,3.9,10.0,0.0,5,1
Holt (ARCH),Holt,ARCH,3.44,10.5,0.5,2,0
Holt (PHS),Holt,PHS,4.0,31.0,0.0,1,3
Holz (ADV),Holz,ADV,3.26,10.33,0.33,3,2
Holz (CMST),Holz,CMST,3.36,34.0,0.0,5,0
Holz (COMM),Holz,COMM,3.16,57.0,0.0,1,0
Homer (ENGL),Homer,ENGL,3.64,19.17,0.17,12,0
Homer (MUS),Homer,MUS,4.0,8.0,0.0,1,0
Homsher (ENGL),Homsher,ENGL,3.43,17.33,0.5,6,0
Hong (BIT),Hong,BIT,3.42,88.0,0.0,2,0
Hong (PSYC),Hong,PSYC,4.0,8.0,0.0,1,0
Hong (STAT),Hong,STAT,3.56,38.6,0.3,10,3
Hood (FIN),Hood,FIN,3.23,29.57,0.86,28,5
Hood (HTM),Hood,HTM,3.96,16.0,0.0,1,0
Hood (MKTG),Hood,MKTG,3.53,33.0,0.33,6,0
Hooper (ENGL),Hooper,ENGL,3.69,18.52,0.12,42,4
Hoopes (BIT),Hoopes,BIT,3.78,32.17,0.0,30,0
Hooshangi (CS),Hooshangi,CS,3.89,23.67,0.0,6,0
Hopkins (CMDA),Hopkins,CMDA,3.48,78.0,0.75,4,0
Hopkins (CMST),Hopkins,CMST,3.67,6.0,0.0,1,0
Hopkins (COMM),Hopkins,COMM,2.54,49.42,1.58,12,0
Hopkins (JMC),Hopkins,JMC,3.01,15.0,1.0,1,0
Hopkins (PM),Hopkins,PM,3.16,40.75,1.0,8,2
Hopkins (REAL),Hopkins,REAL,3.59,49.33,1.0,3,0
Hopkins (RED),Hopkins,RED,3.45,55.8,0.6,5,0
Horiuchi (PHYS),Horiuchi,PHYS,3.5,20.38,0.12,8,2
Horn (PHIL),Horn,PHIL,3.49,28.92,0.33,12,2
Hornburg (HD),Hornburg,HD,3.75,33.57,0.0,14,1
Horndeski (NR),Horndeski,NR,3.75,12.0,0.0,1,0
Horning (COMM),Horning,COMM,3.23,40.56,0.56,18,1
Horning (JMC),Horning,JMC,3.44,14.67,0.0,3,1
Horvath (SBIO),Horvath,SBIO,3.42,20.18,0.12,17,1
Horvath Dorlini (ITDS),Horvath Dorlini,ITDS,3.2,16.5,0.0,2,0
Hosig (PHS),Hosig,PHS,3.97,20.93,0.0,14,1
Hosig (TBMH),Hosig,TBMH,3.94,7.5,0.0,2,1
Hosseinian (FIN),Hosseinian,FIN,3.38,33.0,0.0,2,0
Hosseinichimeh (ISE),Hosseinichimeh,ISE,3.64,12.22,0.0,9,1
Hosseinpour (HIST),Hosseinpour,HIST,2.83,35.0,0.0,1,0
Hosseinpour (SOC),Hosseinpour,SOC,3.92,13.0,0.0,1,0
Hotchkiss (BIOL),Hotchkiss,BIOL,3.47,87.2,0.2,5,2
Hotchkiss (GEOG),Hotchkiss,GEOG,2.99,30.0,1.0,1,0
Hotle (CEE),Hotle,CEE,3.27,29.86,0.14,14,0
Hou (ECE),Hou,ECE,3.5,31.67,1.67,3,0
Houff (MGT),Houff,MGT,3.88,5.0,0.0,1,0
House (CMDA),House,CMDA,3.81,45.8,0.0,5,0
House (STAT),House,STAT,3.66,27.44,0.22,9,1
Houser (FREC),Houser,FREC,3.2,27.0,0.0,2,0
Howe (CS),Howe,CS,3.1,23.0,5.5,2,0
Howe (NEUR),Howe,NEUR,3.48,71.6,0.2,5,0
Howell (CMST),Howell,CMST,3.29,39.38,0.12,16,2
Howell (COMM),Howell,COMM,3.27,129.15,2.1,20,1
Howell (JMC),Howell,JMC,3.2,11.5,0.0,4,0
Howell (PSCI),Howell,PSCI,3.39,27.8,0.4,5,0
Howell (TBMH),Howell,TBMH,3.9,17.0,0.0,3,0
Hoyt (BIOL),Hoyt,BIOL,3.87,35.25,0.25,4,1
Hsiao (ECE),Hsiao,ECE,3.14,45.31,1.08,13,1
Hsu (AHRM),Hsu,AHRM,3.18,130.0,1.0,1,0
Hsu (BIOL),Hsu,BIOL,3.57,50.6,3.4,5,1
Hsu (MKTG),Hsu,MKTG,3.5,46.15,0.23,13,0
Hsu (PSYC),Hsu,PSYC,3.28,38.33,0.67,3,1
Hu (CS),Hu,CS,2.93,82.0,5.0,1,0
Hu (HIST),Hu,HIST,3.58,11.5,0.5,2,0
Hu (STS),Hu,STS,3.27,12.0,0.0,2,0
Huang (ACIS),Huang,ACIS,3.12,25.07,0.47,15,0
Huang (CEE),Huang,CEE,3.03,39.0,0.0,2,0
Huang (CHN),Huang,CHN,3.55,9.44,0.11,9,0
Huang (CS),Huang,CS,3.73,40.0,0.93,15,1
Huang (ECE),Huang,ECE,3.68,40.91,0.45,11,0
Huang (FST),Huang,FST,3.03,17.62,0.12,8,0
Huang (GRAD),Huang,GRAD,4.0,41.0,0.0,1,0
Huber (PAPA),Huber,PAPA,3.98,12.25,0.0,4,1
Huber (PHYS),Huber,PHYS,3.47,14.17,0.17,6,1
Huckestein (HORT),Huckestein,HORT,3.75,26.83,0.5,6,0
Huckle (BMES),Huckle,BMES,3.33,77.33,0.0,6,0
Huckle (BMVS),Huckle,BMVS,2.92,9.33,0.0,3,1
Huckle (ESM),Huckle,ESM,4.0,6.0,0.0,1,0
Huckle (GRAD),Huckle,GRAD,4.0,6.0,0.0,1,1
Hudait (ECE),Hudait,ECE,3.53,52.0,0.8,10,0
Huerta (ENGE),Huerta,ENGE,3.6,53.89,0.22,9,0
Hughes (ACIS),Hughes,ACIS,3.83,41.0,0.0,1,0
Hughes (PSYC),Hughes,PSYC,4.0,8.0,0.0,2,0
Hughes (SOC),Hughes,SOC,2.91,44.12,2.5,8,0
Hulett (CEM),Hulett,CEM,2.93,24.0,0.0,1,0
Hulko (MATH),Hulko,MATH,2.7,22.0,4.41,17,1
Hull (FREC),Hull,FREC,3.56,105.0,1.0,10,1
Hull (GRAD),Hull,GRAD,4.0,15.0,0.0,1,0
Hull (LAR),Hull,LAR,3.6,18.25,0.12,8,1
Hull (NANO),Hull,NANO,4.0,9.0,0.0,1,0
Hull (NR),Hull,NR,3.85,26.25,0.04,24,2
Hult (PAPA),Hult,PAPA,3.63,8.0,0.0,1,2
Hult (PSCI),Hult,PSCI,3.26,23.33,0.78,9,0
Hulver (ALS),Hulver,ALS,3.89,31.0,0.0,1,0
