instructor_id,last_name,dept,gpa,enrollment,withdraw,past_classes,new_classes
Madsen (CHEM),Madsen,CHEM,3.15,15.78,0.22,9,0
Magill (NANO),Magill,NANO,3.37,12.69,0.0,13,2
Magill (PHYS),Magill,PHYS,2.65,37.33,0.33,3,0
Magnini (HTM),Magnini,HTM,3.21,76.0,0.5,4,0
Maguire (CSES),Maguire,CSES,3.85,6.0,0.0,2,0
Mahajan (ME),Mahajan,ME,3.55,12.4,0.2,5,0
Mahan (ME),Mahan,ME,4.0,6.0,0.0,1,0
Mahdavi Ara (COS),Mahdavi Ara,COS,3.73,33.5,0.0,2,0
Mahdu (NR),Mahdu,NR,3.76,17.2,0.0,5,0
Mahdu (UAP),Mahdu,UAP,3.6,11.33,0.0,3,0
Maher (ACIS),Maher,ACIS,3.01,40.0,5.0,1,2
Mahmood (MATH),Mahmood,MATH,1.84,27.33,11.33,3,0
Mahmoud (CMDA),Mahmoud,CMDA,2.9,47.0,3.0,1,0
Mahmoud (STAT),Mahmoud,STAT,3.55,56.63,0.27,52,6
Mahoney (ART),Mahoney,ART,3.71,28.67,0.67,3,0
Maile-Moskowitz (CEE),Maile-Moskowitz,CEE,3.27,43.0,0.0,1,0
Major (BIT),Major,BIT,3.46,21.91,0.0,22,1
Mako (GEOS),Mako,GEOS,3.16,19.0,0.0,1,0
Malczewski (PAPA),Malczewski,PAPA,3.61,10.8,0.0,10,1
Malik (MATH),Malik,MATH,2.73,33.96,2.75,28,2
Malley (PHIL),Malley,PHIL,3.7,34.5,0.5,2,0
Mallory (MGT),Mallory,MGT,3.61,23.2,0.1,10,9
Malone (AAEC),Malone,AAEC,2.82,67.0,0.0,1,0
Malone (FIN),Malone,FIN,2.87,89.55,3.25,40,4
Manchester (ALCE),Manchester,ALCE,3.8,7.0,0.0,2,0
Mandel (HIST),Mandel,HIST,3.81,26.0,0.0,2,1
Mandel (STS),Mandel,STS,3.84,15.33,0.0,3,1
Mangual (ARCH),Mangual,ARCH,3.9,12.23,0.15,13,0
Mann (ENGL),Mann,ENGL,3.83,17.07,0.07,15,2
Manocha (MGT),Manocha,MGT,3.84,49.0,0.0,1,0
Manoharan (MATH),Manoharan,MATH,3.31,31.37,0.4,30,3
Mansi (FIN),Mansi,FIN,3.46,18.25,0.0,12,0
Manteghi (ECE),Manteghi,ECE,2.9,29.43,1.29,14,0
Mantha (GRAD),Mantha,GRAD,4.0,18.0,0.0,1,0
Marchant (AAEC),Marchant,AAEC,3.63,69.0,0.0,5,0
Marchany (ECE),Marchany,ECE,3.82,72.3,0.0,10,1
Marchany (GRAD),Marchany,GRAD,4.0,6.0,0.0,1,0
Marcucci (NR),Marcucci,NR,3.83,14.55,0.0,22,3
Marcy (FST),Marcy,FST,4.0,9.75,0.0,4,0
Marek (BIOL),Marek,BIOL,2.83,18.17,1.25,12,0
Marek (ENT),Marek,ENT,3.49,7.85,0.23,13,0
Mariani (PHYS),Mariani,PHYS,3.07,34.67,0.6,15,1
Mariger (ALCE),Mariger,ALCE,3.7,15.75,0.25,4,4
Mariger (AT),Mariger,AT,2.86,20.12,0.38,8,1
Mariger (BSE),Mariger,BSE,3.77,17.53,0.08,38,0
Marine (BCHM),Marine,BCHM,3.22,96.82,1.12,17,2
Marine (BMES),Marine,BMES,3.99,21.0,0.0,2,0
Marine (BMSP),Marine,BMSP,4.0,6.0,0.0,1,0
Marine (HNFE),Marine,HNFE,3.69,8.0,0.0,1,0
Markham (MGT),Markham,MGT,3.06,37.2,0.8,10,0
Markovic Graff (BC),Markovic Graff,BC,3.23,36.57,0.17,30,0
Markovic Graff (CEM),Markovic Graff,CEM,4.0,6.0,0.0,1,0
Marr (CEE),Marr,CEE,3.47,13.89,0.11,9,0
Marra Campos (DASC),Marra Campos,DASC,3.57,7.0,0.0,1,0
Mars (ARCH),Mars,ARCH,3.51,10.8,0.13,15,1
Marston (CEE),Marston,CEE,3.05,21.07,0.21,14,1
Marston (GEOG),Marston,GEOG,3.39,64.33,0.67,3,0
Martin (ACIS),Martin,ACIS,2.84,60.02,3.09,99,8
Martin (ARCH),Martin,ARCH,3.39,15.08,0.23,13,2
Martin (AT),Martin,AT,3.05,12.32,0.29,34,4
Martin (CHE),Martin,CHE,3.14,40.71,1.07,14,1
Martin (CMDA),Martin,CMDA,2.98,34.4,0.6,5,0
Martin (CS),Martin,CS,2.63,7.0,1.0,1,0
Martin (ECE),Martin,ECE,3.02,29.83,1.67,6,0
Martin (LDRS),Martin,LDRS,3.92,54.0,0.43,7,0
Martin (MACR),Martin,MACR,3.6,8.5,0.0,2,1
Martin (MATH),Martin,MATH,3.75,9.67,0.0,3,0
Martin (PHYS),Martin,PHYS,3.41,94.0,1.0,1,0
Martinez (CEE),Martinez,CEE,2.83,11.0,0.0,1,0
Martinkus (MUS),Martinkus,MUS,3.1,14.85,0.23,26,0
Marzolf (ENGL),Marzolf,ENGL,3.2,18.0,0.67,3,4
Maschal (EDEL),Maschal,EDEL,4.0,16.5,0.0,2,0
Mason (AOE),Mason,AOE,3.74,18.0,0.0,1,0
Mason (UNIV),Mason,UNIV,3.68,30.0,0.0,1,0
Masroor (ME),Masroor,ME,2.85,43.0,0.0,1,0
Massa (AOE),Massa,AOE,3.35,45.38,0.38,16,3
Massey (ENGL),Massey,ENGL,3.6,15.67,0.17,6,0
Masters (MUS),Masters,MUS,3.56,12.83,0.0,12,2
Mastracci (PAPA),Mastracci,PAPA,3.78,12.0,0.0,1,0
Mastran (UAP),Mastran,UAP,3.73,11.61,0.0,18,1
Matekova (RUS),Matekova,RUS,3.45,9.0,0.36,14,0
Matheson (BIT),Matheson,BIT,3.65,83.84,0.53,19,0
Mathews (MN),Mathews,MN,3.99,20.5,0.0,6,0
Matson (CHEM),Matson,CHEM,3.31,26.5,1.38,8,1
Matthews (MATH),Matthews,MATH,3.17,17.5,0.67,6,0
Mattson-Hansen (FIW),Mattson-Hansen,FIW,2.92,23.0,0.0,1,0
Matusovich (ENGE),Matusovich,ENGE,3.38,44.5,0.5,2,0
Matuszak (MGT),Matuszak,MGT,2.79,54.67,0.83,6,1
Matuszak (MKTG),Matuszak,MKTG,3.27,46.36,0.18,11,2
Mauldon (CEE),Mauldon,CEE,3.26,25.5,0.25,8,0
Maurer (APSC),Maurer,APSC,3.66,13.0,0.0,7,1
May (MKTG),May,MKTG,3.54,20.8,0.27,15,2
Maycock (ENGL),Maycock,ENGL,3.65,17.73,0.38,40,4
Mayer (CMDA),Mayer,CMDA,3.28,54.5,1.0,2,0
Mayer (ECE),Mayer,ECE,2.4,72.33,8.33,3,0
Mayhall (CHEM),Mayhall,CHEM,3.38,7.33,0.0,3,2
Mayhall (PHYS),Mayhall,PHYS,3.69,6.0,1.5,2,2
McAllister (COMM),McAllister,COMM,3.34,19.2,0.07,15,4
McAlpine (CHEM),McAlpine,CHEM,3.67,27.2,0.4,5,3
McBride (MS),McBride,MS,3.55,25.85,0.05,20,0
McBride (PAPA),McBride,PAPA,3.68,5.0,0.0,1,0
McCann (IS),McCann,IS,3.54,15.33,0.0,6,0
McCann (PSCI),McCann,PSCI,3.44,11.33,0.0,3,0
McCarty (PSYC),McCarty,PSYC,4.0,8.0,0.0,2,0
McCarty (STAT),McCarty,STAT,3.68,74.29,0.86,21,0
McCaul (COMM),McCaul,COMM,3.21,18.0,0.0,2,0
McClanahan (FIN),McClanahan,FIN,3.77,13.67,0.0,6,1
McCollum (LDRS),McCollum,LDRS,3.73,11.0,0.0,1,0
McComiskey (ENGL),McComiskey,ENGL,3.44,16.25,0.5,4,2
McCown (CRIM),McCown,CRIM,3.31,36.29,0.71,7,0
McCown (SOC),McCown,SOC,3.28,41.03,1.19,32,3
McCoy (AT),McCoy,AT,2.88,25.0,0.0,2,0
McCoy (BC),McCoy,BC,3.57,36.67,0.0,21,1
McCoy (ENT),McCoy,ENT,3.73,7.0,0.0,1,0
McCoy Asadorian (NEUR),McCoy Asadorian,NEUR,3.83,24.86,0.71,7,0
McCrea (MKTG),McCrea,MKTG,3.8,53.5,0.0,2,1
McCrickard (CS),McCrickard,CS,3.88,43.07,0.07,14,3
McCrickard (GRAD),McCrickard,GRAD,3.92,17.0,0.0,1,0
McCrickard (ISE),McCrickard,ISE,3.98,7.0,0.0,2,1
McCullough (ALS),McCullough,ALS,3.32,16.0,0.0,2,0
McCune (MUS),McCune,MUS,3.62,8.5,0.5,2,0
McDaniel (NEUR),McDaniel,NEUR,3.8,30.32,0.1,31,4
McDaniel (PSYC),McDaniel,PSYC,4.0,11.0,0.0,1,0
McDonald (MATH),McDonald,MATH,2.55,24.5,9.0,2,0
McDonald (MGT),McDonald,MGT,3.14,47.2,0.4,5,0
McDonnell (PSYC),McDonnell,PSYC,3.97,13.33,0.0,6,0
McDowell (GRAD),McDowell,GRAD,4.0,7.67,0.0,3,0
McElfish (UAP),McElfish,UAP,3.38,10.0,0.0,1,0
McEvoy (MGT),McEvoy,MGT,2.99,64.0,0.0,2,0
McFayden (PSYC),McFayden,PSYC,3.88,59.5,0.5,2,0
McGehee (HTM),McGehee,HTM,3.77,55.33,1.83,6,2
McGinnis (ENGR),McGinnis,ENGR,3.54,60.78,0.56,18,2
McGinnis (MSE),McGinnis,MSE,3.29,44.78,0.78,9,2
McGlamery (AFST),McGlamery,AFST,3.6,5.0,0.0,1,0
McGlamery (SOC),McGlamery,SOC,3.84,34.5,0.0,2,0
McGlamery (WGS),McGlamery,WGS,3.5,14.0,0.0,1,0
McGlone (ENGL),McGlone,ENGL,3.52,18.32,0.35,34,0
McGlothlin (BIOL),McGlothlin,BIOL,3.29,69.4,2.6,10,2
McGlothlin (FIW),McGlothlin,FIW,3.92,14.0,1.0,1,0
McGrath (ARCH),McGrath,ARCH,3.49,12.24,0.12,17,6
McGrath (MGT),McGrath,MGT,3.67,134.5,0.0,8,8
McGuire (FREC),McGuire,FREC,3.35,30.56,0.44,9,1
McGuire (GEOG),McGuire,GEOG,2.99,30.0,1.0,1,0
McGuire (NR),McGuire,NR,3.03,16.0,1.0,1,0
McGuire (WATR),McGuire,WATR,3.09,13.0,0.0,3,2
McKagen (HIST),McKagen,HIST,3.69,58.0,0.3,10,1
McKagen (IS),McKagen,IS,3.7,27.0,0.6,5,1
McKagen (PSCI),McKagen,PSCI,2.98,9.0,0.0,1,0
McKagen (RUS),McKagen,RUS,3.63,11.05,0.34,38,4
McKeague (PAPA),McKeague,PAPA,3.72,15.0,0.0,2,0
McKoy (ENGL),McKoy,ENGL,3.34,18.14,0.29,7,0
McLain (HUM),McLain,HUM,3.39,40.0,0.0,1,0
McLain (MUS),McLain,MUS,3.47,40.46,0.5,26,1
McLaughlin (FREC),McLaughlin,FREC,3.65,17.67,0.08,12,3
McLaughlin (GEOG),McLaughlin,GEOG,2.87,31.0,0.0,1,0
McLaughlin (WATR),McLaughlin,WATR,3.36,8.5,0.0,2,0
McMahon (AAEC),McMahon,AAEC,2.95,101.44,1.22,9,0
McMahon (GEOG),McMahon,GEOG,2.87,31.0,0.0,1,0
McMahon (PHYS),McMahon,PHYS,2.74,37.0,0.5,4,0
McMillan (CMST),McMillan,CMST,3.51,34.0,1.0,1,0
McMillan (COMM),McMillan,COMM,3.58,29.67,0.0,3,0
McMillan (HNFE),McMillan,HNFE,4.0,20.0,0.0,1,0
McNair (ENGE),McNair,ENGE,3.7,19.0,0.0,2,0
McPherson (CS),McPherson,CS,3.1,128.62,8.31,16,3
McPherson (ECE),McPherson,ECE,3.27,55.44,7.11,9,0
McPherson (IS),McPherson,IS,3.61,13.75,0.25,4,1
McPherson (PSCI),McPherson,PSCI,3.56,17.8,0.4,5,1
McQuain (CS),McQuain,CS,2.81,97.0,10.71,24,0
McSherry (LAR),McSherry,LAR,3.58,13.0,0.0,1,0
Mcbaine (FIW),Mcbaine,FIW,3.02,6.0,0.0,1,0
Mcgee (CHE),Mcgee,CHE,4.0,5.0,0.0,1,0
Mcgee (PHIL),Mcgee,PHIL,3.37,62.71,0.86,7,0
Mcgregor (HD),Mcgregor,HD,3.79,31.5,0.0,4,0
Meadows (ME),Meadows,ME,3.24,25.0,2.33,9,2
Meaney (ART),Meaney,ART,3.74,18.73,0.0,11,0
Means-Christensen (PSYC),Means-Christensen,PSYC,3.53,43.85,0.4,20,1
Mecham (HTM),Mecham,HTM,3.0,20.0,1.0,1,0
Mecham (MGT),Mecham,MGT,3.53,34.4,0.0,5,0
Medearis (UAP),Medearis,UAP,3.98,13.0,0.0,1,0
Medeiros (SPIA),Medeiros,SPIA,4.0,5.0,0.0,1,0
Meghaichi (MATH),Meghaichi,MATH,2.76,69.33,3.44,9,0
Mehrizi-Sani (ECE),Mehrizi-Sani,ECE,3.41,17.43,1.86,7,2
Meilus (NSEG),Meilus,NSEG,3.55,82.0,0.0,1,0
Meindl (HIST),Meindl,HIST,3.64,26.5,1.0,2,0
Meindl (SOC),Meindl,SOC,3.83,14.5,0.5,2,0
Meitner (ENGL),Meitner,ENGL,3.87,11.82,0.0,11,0
Melling (ENGL),Melling,ENGL,3.75,19.33,0.0,3,0
Melnyk (ARCH),Melnyk,ARCH,3.32,20.5,0.0,2,5
Melville (BIOL),Melville,BIOL,3.18,84.9,5.1,10,0
Melville (BMSP),Melville,BMSP,4.0,7.0,0.0,1,0
Mena (MGT),Mena,MGT,3.05,55.67,1.33,3,0
Mena Aguilar (BCHM),Mena Aguilar,BCHM,3.38,173.5,2.5,2,0
Meng (CS),Meng,CS,3.55,51.71,1.0,7,1
Mengert (ENGL),Mengert,ENGL,3.65,24.42,0.33,12,1
Mengistu (CS),Mengistu,CS,3.72,39.2,0.0,5,0
Mercadante (AAEC),Mercadante,AAEC,3.24,57.0,1.33,3,0
Mercadante (APSC),Mercadante,APSC,3.72,19.0,0.0,5,2
Mercadante (DASC),Mercadante,DASC,4.0,7.0,0.0,1,0
Mercer (JPN),Mercer,JPN,3.59,18.04,0.04,23,0
Merkes (STAT),Merkes,STAT,3.88,40.5,0.0,6,2
Merola (CHEM),Merola,CHEM,3.46,15.29,0.62,24,2
Merritt (FREC),Merritt,FREC,3.61,12.0,0.0,2,0
Merritt (GEOG),Merritt,GEOG,3.57,28.0,1.0,1,0
Merritt (HNFE),Merritt,HNFE,4.0,5.0,0.0,1,0
Merritt (PHYS),Merritt,PHYS,3.68,27.68,0.14,272,26
Merritt (PSYC),Merritt,PSYC,3.99,10.38,0.0,8,0
Mersmann (HIST),Mersmann,HIST,2.7,33.0,0.0,2,0
Mersmann (PSYC),Mersmann,PSYC,4.0,11.0,0.0,1,0
Merz (ENGL),Merz,ENGL,3.58,18.0,0.33,3,0
Mesarovic (AFST),Mesarovic,AFST,4.0,19.0,0.0,1,0
Mesarovic (RLCL),Mesarovic,RLCL,3.99,22.0,0.0,2,1
Mesarovic (WGS),Mesarovic,WGS,4.0,5.0,0.0,1,0
Meservy (HD),Meservy,HD,3.39,75.0,1.0,1,0
Meskimen (AS),Meskimen,AS,3.92,24.0,0.0,8,0
Mesmer (EDCI),Mesmer,EDCI,3.75,9.47,0.0,15,2
Mester (PAPA),Mester,PAPA,3.88,11.0,0.0,1,0
Metz (ENGL),Metz,ENGL,3.7,19.17,0.17,6,0
Metzgar (BIOL),Metzgar,BIOL,3.56,17.1,0.0,21,5
Mevers (CHEM),Mevers,CHEM,3.56,12.08,0.33,12,0
Mey (LDRS),Mey,LDRS,3.91,5.5,0.0,2,0
Mey (PSYC),Mey,PSYC,4.0,5.0,0.0,1,0
Meyers (FIW),Meyers,FIW,3.49,22.33,1.0,3,1
Meyers (NR),Meyers,NR,3.83,11.0,0.0,1,0
Meyers (UAP),Meyers,UAP,3.73,35.86,0.29,7,0
Michaels (ECE),Michaels,ECE,4.0,9.0,0.0,1,2
Michaels (ENGE),Michaels,ENGE,3.86,22.0,0.0,5,0
Michaels (ENGR),Michaels,ENGR,3.28,5.0,1.0,1,0
Michalisin (MKTG),Michalisin,MKTG,3.69,43.0,0.0,6,3
Michel (GEOS),Michel,GEOS,3.56,10.71,0.0,7,0
Michel (NANO),Michel,NANO,3.72,15.82,0.18,11,1
Middleton (MUS),Middleton,MUS,3.82,114.1,0.35,20,2
Middleton (PHYS),Middleton,PHYS,3.41,94.0,1.0,1,0
Middleton (PSYC),Middleton,PSYC,4.0,13.5,0.0,2,0
Midkiff (ECE),Midkiff,ECE,3.6,53.0,0.0,1,2
Midura (HIST),Midura,HIST,3.41,21.17,0.83,6,0
Miedlar (CMDA),Miedlar,CMDA,2.47,31.0,4.0,2,0
Miedlar (MATH),Miedlar,MATH,3.19,16.0,0.0,1,0
Mielczarek (COMM),Mielczarek,COMM,3.63,48.08,0.5,12,0
Mielczarek (JMC),Mielczarek,JMC,3.6,15.86,0.14,7,1
Miglani (AOE),Miglani,AOE,3.32,53.0,2.0,1,0
Mignin (ARCH),Mignin,ARCH,3.88,13.0,0.0,1,0
Mihalcea (MATH),Mihalcea,MATH,3.29,14.15,0.38,13,1
Mikel-Stites (ENGE),Mikel-Stites,ENGE,3.59,34.0,0.0,1,0
Mili (ECE),Mili,ECE,3.5,8.56,0.11,9,2
Miller (ART),Miller,ART,3.83,13.9,0.15,20,3
Miller (AT),Miller,AT,3.08,36.0,0.0,1,1
Miller (CEE),Miller,CEE,3.51,39.0,1.0,1,0
Miller (ECON),Miller,ECON,3.17,16.38,0.38,13,0
Miller (ENT),Miller,ENT,3.34,7.5,0.0,2,0
Miller (LAR),Miller,LAR,3.78,10.0,0.0,2,0
Miller (MGT),Miller,MGT,3.65,104.67,0.2,15,0
Miller (MS),Miller,MS,3.87,25.88,0.04,24,0
Miller (PHIL),Miller,PHIL,3.85,13.0,0.0,1,0
Miller (PPE),Miller,PPE,3.53,24.0,1.0,2,0
Miller (PSCI),Miller,PSCI,3.67,6.0,0.0,1,0
Miller (SPAN),Miller,SPAN,2.93,16.4,1.0,5,0
Milliken (ALCE),Milliken,ALCE,3.03,8.0,0.0,2,2
Mills (AAEC),Mills,AAEC,3.67,8.0,0.0,8,0
Mills (BC),Mills,BC,2.84,43.14,0.54,28,1
Milly (IS),Milly,IS,3.1,19.0,0.6,5,0
Milly (PSCI),Milly,PSCI,3.3,21.93,0.33,15,0
Milman-Miller (RUS),Milman-Miller,RUS,3.74,10.4,0.0,5,1
Mims (BIOL),Mims,BIOL,3.67,59.33,1.67,3,0
Min (CS),Min,CS,3.39,11.14,0.14,7,0
Min (ECE),Min,ECE,3.42,27.31,0.85,13,0
Min (STAT),Min,STAT,3.37,42.0,0.0,1,0
Minarich (HTM),Minarich,HTM,4.0,12.0,0.0,5,1
Mindel (BIT),Mindel,BIT,3.69,62.62,0.0,16,2
Minford (PSYC),Minford,PSYC,3.7,20.0,0.0,2,0
Minford (REAL),Minford,REAL,3.57,28.5,0.0,2,0
Minic (PHYS),Minic,PHYS,4.0,9.43,0.0,7,2
Minkova (RUS),Minkova,RUS,3.87,14.75,0.12,16,2
Minnen (PSYC),Minnen,PSYC,3.4,43.2,0.6,5,0
Minor (HIST),Minor,HIST,3.49,59.71,0.57,7,2
Minton (PSYC),Minton,PSYC,3.67,25.6,0.13,15,0
Miranda Mouchrek (UH),Miranda Mouchrek,UH,3.9,11.57,0.0,7,0
Mirzaeifar (ME),Mirzaeifar,ME,3.83,20.5,0.0,4,0
Mishra (FR),Mishra,FR,3.48,13.43,0.51,37,4
Mishra (GEOG),Mishra,GEOG,3.57,28.0,1.0,1,0
Miskovic (PSCI),Miskovic,PSCI,3.83,26.0,0.0,1,0
Misra (SPIA),Misra,SPIA,3.41,40.2,0.6,5,1
Misra (UAP),Misra,UAP,3.79,12.79,0.0,14,0
Misyak (HNFE),Misyak,HNFE,3.89,26.0,0.0,9,0
Mitchell (MATH),Mitchell,MATH,3.12,31.0,1.0,2,0
Mitchell Reford (ENGL),Mitchell Reford,ENGL,3.34,18.5,0.5,2,0
Mitchell-Colgan (ECE),Mitchell-Colgan,ECE,3.2,48.0,0.0,1,0
Mitra (CMDA),Mitra,CMDA,3.61,43.0,0.0,1,0
Mitra (CS),Mitra,CS,3.8,19.0,0.33,3,0
Mitropoulos (PSYC),Mitropoulos,PSYC,3.61,30.0,0.0,4,0
Miyazaki (EDRE),Miyazaki,EDRE,3.8,9.54,0.0,13,2
Miyazaki (HD),Miyazaki,HD,4.0,8.0,0.0,1,0
Mlinaric (MATH),Mlinaric,MATH,2.48,28.5,5.5,2,1
Moayerian (SPIA),Moayerian,SPIA,3.5,10.0,0.0,1,0
Moehler (ECON),Moehler,ECON,3.78,8.0,0.0,6,0
Moehler (PHIL),Moehler,PHIL,3.72,18.83,0.0,6,0
Moehler (PSCI),Moehler,PSCI,3.81,10.2,0.0,5,0
Moeltner (AAEC),Moeltner,AAEC,3.73,8.38,0.0,8,2
Moeltner (ECON),Moeltner,ECON,3.63,9.25,0.0,4,1
Mohammadhasanzadeh (CEE),Mohammadhasanzadeh,CEE,3.8,35.5,0.5,2,0
Mohammadi (ENGE),Mohammadi,ENGE,3.66,67.23,0.15,13,0
Mohammed (CS),Mohammed,CS,3.24,52.17,0.0,6,0
Mohebujjaman (MATH),Mohebujjaman,MATH,2.85,45.0,0.0,1,0
Mojta (HD),Mojta,HD,3.98,20.0,0.0,1,0
Mokarem (CEE),Mokarem,CEE,3.71,13.65,0.0,20,0
Molina Montoya (SBIO),Molina Montoya,SBIO,3.43,22.0,0.42,26,2
Mollin (HIST),Mollin,HIST,3.5,22.38,0.19,16,2
Momplaisir (AFST),Momplaisir,AFST,2.96,68.5,1.0,2,0
Momplaisir (SOC),Momplaisir,SOC,3.44,71.0,0.78,9,1
Mondal (SOC),Mondal,SOC,3.85,61.5,0.5,2,0
Monday (BIT),Monday,BIT,3.67,52.0,0.04,24,5
Mondesir (UNIV),Mondesir,UNIV,2.97,16.19,0.24,21,0
Mondry (ENGE),Mondry,ENGE,3.98,17.0,0.0,1,0
Mondry (MGT),Mondry,MGT,3.78,68.75,0.38,8,0
Monsalve Valencia (MINE),Monsalve Valencia,MINE,3.29,13.75,0.5,4,0
Montero (SPAN),Montero,SPAN,3.81,17.22,0.11,9,0
Montero Yavar (SPAN),Montero Yavar,SPAN,3.78,10.0,0.25,4,2
Montgomery (AFST),Montgomery,AFST,2.92,16.5,0.0,2,0
Moody (EDEL),Moody,EDEL,4.0,12.0,0.0,1,0
Mooney (ENGL),Mooney,ENGL,3.78,20.9,0.28,61,8
Moore (BIOL),Moore,BIOL,3.4,56.61,1.28,18,3
Moore (CHEM),Moore,CHEM,3.39,14.0,0.0,6,0
Moore (CHN),Moore,CHN,3.75,10.0,0.11,9,1
Moore (ENGL),Moore,ENGL,3.45,17.26,0.48,23,0
Moore (ESM),Moore,ESM,3.4,12.0,0.0,1,0
Moore (FIW),Moore,FIW,3.92,14.0,1.0,1,0
Moore (GEOS),Moore,GEOS,4.0,7.0,0.0,1,2
Moore (MACR),Moore,MACR,3.77,8.0,0.0,3,0
Moore (MATH),Moore,MATH,2.34,26.0,9.0,2,0
Moore (MUS),Moore,MUS,3.62,17.0,2.0,1,0
Moore (PSCI),Moore,PSCI,3.26,26.25,0.69,16,2
Moore (PSYC),Moore,PSYC,3.88,7.0,0.0,1,0
Morgan (AAEC),Morgan,AAEC,3.8,22.0,0.0,4,0
Morgan (FIN),Morgan,FIN,2.8,19.09,0.73,11,0
Morgan (HD),Morgan,HD,3.86,25.0,0.0,6,0
Morgan (STAT),Morgan,STAT,3.18,18.62,1.0,8,1
Morgante-Richmeier (BIOL),Morgante-Richmeier,BIOL,3.66,362.0,0.0,1,0
Morota (ALS),Morota,ALS,3.66,69.0,1.67,3,1
Morota (APSC),Morota,APSC,3.88,11.0,0.0,2,0
Morris (CHEM),Morris,CHEM,3.14,19.84,0.72,32,0
Morris (GRAD),Morris,GRAD,4.0,18.0,0.0,1,0
Morris (PSCI),Morris,PSCI,3.82,14.67,0.67,3,0
Morris (UAP),Morris,UAP,3.97,37.0,0.0,3,0
Morrison (MATH),Morrison,MATH,3.11,24.29,1.43,7,1
Morse (ENGL),Morse,ENGL,3.51,21.42,0.48,33,4
Morshedzadeh (IDS),Morshedzadeh,IDS,3.66,21.4,0.0,10,0
Morton (UAP),Morton,UAP,3.85,7.88,0.0,8,0
Moseley Christian (ART),Moseley Christian,ART,3.54,56.87,1.91,23,3
Moseley Christian (HIST),Moseley Christian,HIST,3.94,18.0,0.0,1,0
Motaleb Abdelaziz (CEE),Motaleb Abdelaziz,CEE,3.09,27.5,0.0,2,1
Motley (EDCI),Motley,EDCI,4.0,19.0,0.0,1,0
Mott (CSES),Mott,CSES,3.58,8.83,0.0,6,0
Mott (ENSC),Mott,ENSC,3.26,6.4,0.0,5,0
Mou (MATH),Mou,MATH,2.7,21.67,5.33,3,0
Moxley (COMM),Moxley,COMM,2.64,13.0,1.5,2,0
Mthethwa (AFST),Mthethwa,AFST,3.8,51.5,0.0,2,1
Mthethwa (SOC),Mthethwa,SOC,3.8,10.0,0.0,1,0
Muchlinski (BIOL),Muchlinski,BIOL,2.78,206.0,3.0,1,0
Muelenaer (BMES),Muelenaer,BMES,3.96,34.31,0.15,13,1
Mueller (ENGL),Mueller,ENGL,3.79,12.38,0.12,8,2
Mueller (ME),Mueller,ME,3.53,22.7,0.9,10,3
Mueller (PHYS),Mueller,PHYS,3.41,94.0,1.0,1,0
Muir (BC),Muir,BC,2.71,31.0,0.5,6,0
Muir (CEE),Muir,CEE,3.67,73.67,0.0,3,0
Muir (CEM),Muir,CEM,3.41,13.88,0.0,8,0
Mukherjee (MKTG),Mukherjee,MKTG,3.86,39.0,0.0,2,0
Mukhopadhyay (BCHM),Mukhopadhyay,BCHM,3.89,8.4,0.0,10,2
Mukhopadhyay (GBCB),Mukhopadhyay,GBCB,4.0,5.2,0.0,5,1
Mukuni (EDCI),Mukuni,EDCI,3.86,16.0,0.0,1,1
Mukuni (EDCT),Mukuni,EDCT,3.91,6.45,0.0,11,2
Mullen (EDEL),Mullen,EDEL,3.86,12.15,0.0,13,2
Mullen (UAP),Mullen,UAP,4.0,13.0,0.0,1,0
Mullins (AINS),Mullins,AINS,3.84,37.0,2.0,1,0
Mullins (EDCI),Mullins,EDCI,3.91,17.67,0.0,3,0
Munoz (BIOL),Munoz,BIOL,3.4,67.5,0.5,2,0
Munoz Pauta (CEE),Munoz Pauta,CEE,2.84,47.5,1.0,2,1
Munsell (CSES),Munsell,CSES,3.62,6.0,0.0,1,0
Munsell (FREC),Munsell,FREC,3.42,6.0,0.0,2,0
Munson (BMES),Munson,BMES,3.84,5.5,0.0,2,0
Murali (CS),Murali,CS,3.32,23.0,1.1,10,1
Muralidharan (CS),Muralidharan,CS,3.48,32.0,0.0,2,0
Muralidharan (PSYC),Muralidharan,PSYC,3.94,19.5,0.0,4,0
Murayama (MSE),Murayama,MSE,3.67,10.6,0.0,5,3
Murphy (ENGL),Murphy,ENGL,3.76,17.89,0.19,37,6
Murphy (MATH),Murphy,MATH,2.43,23.22,5.56,9,0
Murphy (PSYC),Murphy,PSYC,4.0,5.0,0.0,1,0
Murphy (TA),Murphy,TA,3.78,6.33,0.0,3,0
Murphy (UH),Murphy,UH,3.99,28.25,0.0,4,1
Murray (AAEC),Murray,AAEC,3.16,87.0,0.0,1,0
Murray (ENGL),Murray,ENGL,3.5,17.0,0.0,2,0
Murray (FIN),Murray,FIN,3.48,19.11,0.11,9,0
Murray (REAL),Murray,REAL,3.4,41.75,0.25,4,0
Murray (UAP),Murray,UAP,3.16,21.0,0.0,1,0
Murrell (SOC),Murrell,SOC,3.63,12.0,1.0,1,0
Muruthi (HD),Muruthi,HD,3.68,43.33,0.83,6,0
Murzi Escobar (ENGE),Murzi Escobar,ENGE,3.66,44.6,0.2,5,1
Murzi Escobar (GRAD),Murzi Escobar,GRAD,4.0,33.29,0.0,7,3
